>Grupo_6 Identificou 2839:
1_6	p_riboswitch=0.586323
1444_6	p_riboswitch=0.666313
1447_6	p_riboswitch=0.822512
1448_6	p_riboswitch=0.834683
1450_6	p_riboswitch=0.984629
1451_6	p_riboswitch=0.964867
1452_6	p_riboswitch=0.990912
1457_6	p_riboswitch=0.920713
1459_6	p_riboswitch=0.557918
1461_6	p_riboswitch=0.857290
1462_6	p_riboswitch=0.999541
1463_6	p_riboswitch=0.853363
1465_6	p_riboswitch=0.559252
1466_6	p_riboswitch=0.746574
1467_6	p_riboswitch=0.791606
1468_6	p_riboswitch=0.765931
1471_6	p_riboswitch=0.944830
1472_6	p_riboswitch=0.712377
1473_6	p_riboswitch=0.926633
1475_6	p_riboswitch=0.886344
1476_6	p_riboswitch=0.830277
1477_6	p_riboswitch=0.919962
1478_6	p_riboswitch=0.597299
1481_6	p_riboswitch=0.891176
1482_6	p_riboswitch=0.969519
1484_6	p_riboswitch=0.967068
1485_6	p_riboswitch=0.945795
1486_6	p_riboswitch=0.871776
1490_6	p_riboswitch=0.919540
1491_6	p_riboswitch=0.570863
1492_6	p_riboswitch=0.941015
1493_6	p_riboswitch=0.904539
1497_6	p_riboswitch=0.795466
1498_6	p_riboswitch=0.848122
1499_6	p_riboswitch=0.914532
1501_6	p_riboswitch=0.677933
1504_6	p_riboswitch=0.716407
1505_6	p_riboswitch=0.626359
1506_6	p_riboswitch=0.720400
1508_6	p_riboswitch=0.640204
1510_6	p_riboswitch=0.841507
1512_6	p_riboswitch=0.963414
1514_6	p_riboswitch=0.657126
1527_6	p_riboswitch=0.889688
1528_6	p_riboswitch=0.657689
1529_6	p_riboswitch=0.917274
1530_6	p_riboswitch=0.995645
1531_6	p_riboswitch=0.998480
1532_6	p_riboswitch=0.985793
1533_6	p_riboswitch=0.991504
1534_6	p_riboswitch=0.999467
1535_6	p_riboswitch=0.998876
1536_6	p_riboswitch=0.997479
1537_6	p_riboswitch=0.995911
1538_6	p_riboswitch=0.996125
1539_6	p_riboswitch=0.997333
1540_6	p_riboswitch=0.996794
1549_6	p_riboswitch=0.982966
1550_6	p_riboswitch=0.882890
1551_6	p_riboswitch=0.976003
1552_6	p_riboswitch=0.999262
1553_6	p_riboswitch=0.975775
1554_6	p_riboswitch=0.986127
1555_6	p_riboswitch=0.994776
1556_6	p_riboswitch=0.999435
1557_6	p_riboswitch=0.997835
1558_6	p_riboswitch=0.997713
1559_6	p_riboswitch=0.980691
1560_6	p_riboswitch=0.637972
1561_6	p_riboswitch=0.996825
1569_6	p_riboswitch=0.763443
1570_6	p_riboswitch=0.951699
1571_6	p_riboswitch=0.992388
1572_6	p_riboswitch=0.998652
1573_6	p_riboswitch=0.973155
1574_6	p_riboswitch=0.976998
1575_6	p_riboswitch=0.995539
1576_6	p_riboswitch=0.994585
1577_6	p_riboswitch=0.997212
1578_6	p_riboswitch=0.992608
1579_6	p_riboswitch=0.952019
1580_6	p_riboswitch=0.779617
1581_6	p_riboswitch=0.953289
1588_6	p_riboswitch=0.628103
1589_6	p_riboswitch=0.656750
1590_6	p_riboswitch=0.976443
1591_6	p_riboswitch=0.997800
1592_6	p_riboswitch=0.935232
1593_6	p_riboswitch=0.975076
1594_6	p_riboswitch=0.991570
1595_6	p_riboswitch=0.989406
1596_6	p_riboswitch=0.997931
1597_6	p_riboswitch=0.993333
1598_6	p_riboswitch=0.991605
1599_6	p_riboswitch=0.940497
1600_6	p_riboswitch=0.848365
1606_6	p_riboswitch=0.814932
1607_6	p_riboswitch=0.752473
1608_6	p_riboswitch=0.846060
1609_6	p_riboswitch=0.998679
1610_6	p_riboswitch=0.997332
1611_6	p_riboswitch=0.943977
1612_6	p_riboswitch=0.992167
1613_6	p_riboswitch=0.998754
1614_6	p_riboswitch=0.997300
1615_6	p_riboswitch=0.986955
1616_6	p_riboswitch=0.991731
1617_6	p_riboswitch=0.988667
1618_6	p_riboswitch=0.954199
1624_6	p_riboswitch=0.904449
1625_6	p_riboswitch=0.759099
1626_6	p_riboswitch=0.996808
1627_6	p_riboswitch=0.998114
1628_6	p_riboswitch=0.999142
1629_6	p_riboswitch=0.989619
1630_6	p_riboswitch=0.982278
1631_6	p_riboswitch=0.996636
1632_6	p_riboswitch=0.997313
1633_6	p_riboswitch=0.984173
1634_6	p_riboswitch=0.994601
1635_6	p_riboswitch=0.947379
1639_6	p_riboswitch=0.597114
1640_6	p_riboswitch=0.798199
1641_6	p_riboswitch=0.870409
1642_6	p_riboswitch=0.966789
1643_6	p_riboswitch=0.994402
1644_6	p_riboswitch=0.996046
1645_6	p_riboswitch=0.998258
1646_6	p_riboswitch=0.971544
1647_6	p_riboswitch=0.996674
1648_6	p_riboswitch=0.996744
1649_6	p_riboswitch=0.997118
1650_6	p_riboswitch=0.995706
1651_6	p_riboswitch=0.993169
1656_6	p_riboswitch=0.737394
1657_6	p_riboswitch=0.980273
1658_6	p_riboswitch=0.931924
1659_6	p_riboswitch=0.988856
1660_6	p_riboswitch=0.997829
1661_6	p_riboswitch=0.998428
1662_6	p_riboswitch=0.995884
1663_6	p_riboswitch=0.996739
1664_6	p_riboswitch=0.996540
1665_6	p_riboswitch=0.957694
1666_6	p_riboswitch=0.995257
1670_6	p_riboswitch=0.976662
1671_6	p_riboswitch=0.962180
1672_6	p_riboswitch=0.962634
1673_6	p_riboswitch=0.857884
1674_6	p_riboswitch=0.996698
1675_6	p_riboswitch=0.997457
1676_6	p_riboswitch=0.993048
1677_6	p_riboswitch=0.996010
1678_6	p_riboswitch=0.996378
1679_6	p_riboswitch=0.865105
1680_6	p_riboswitch=0.787059
1684_6	p_riboswitch=0.930263
1685_6	p_riboswitch=0.922915
1686_6	p_riboswitch=0.588552
1687_6	p_riboswitch=0.973371
1688_6	p_riboswitch=0.996415
1689_6	p_riboswitch=0.989427
1690_6	p_riboswitch=0.992809
1691_6	p_riboswitch=0.995609
1692_6	p_riboswitch=0.874579
1693_6	p_riboswitch=0.584384
1696_6	p_riboswitch=0.822512
1697_6	p_riboswitch=0.834683
1699_6	p_riboswitch=0.984629
1700_6	p_riboswitch=0.964867
1701_6	p_riboswitch=0.990912
1702_6	p_riboswitch=0.989037
1703_6	p_riboswitch=0.997747
1704_6	p_riboswitch=0.718961
1706_6	p_riboswitch=0.920713
1708_6	p_riboswitch=0.557918
1710_6	p_riboswitch=0.857290
1711_6	p_riboswitch=0.999541
1712_6	p_riboswitch=0.853363
1713_6	p_riboswitch=0.988974
1714_6	p_riboswitch=0.996719
1715_6	p_riboswitch=0.876869
1717_6	p_riboswitch=0.765931
1720_6	p_riboswitch=0.944830
1721_6	p_riboswitch=0.712377
1722_6	p_riboswitch=0.926633
1723_6	p_riboswitch=0.800496
1724_6	p_riboswitch=0.993138
1725_6	p_riboswitch=0.614032
1726_6	p_riboswitch=0.658516
1727_6	p_riboswitch=0.597299
1730_6	p_riboswitch=0.891176
1731_6	p_riboswitch=0.969519
1732_6	p_riboswitch=0.904560
1733_6	p_riboswitch=0.904891
1739_6	p_riboswitch=0.919540
1740_6	p_riboswitch=0.967378
1741_6	p_riboswitch=0.956727
1746_6	p_riboswitch=0.795466
1747_6	p_riboswitch=0.927037
1757_6	p_riboswitch=0.640204
1762_6	p_riboswitch=0.592937
1776_6	p_riboswitch=0.889688
1777_6	p_riboswitch=0.657689
1778_6	p_riboswitch=0.917274
1779_6	p_riboswitch=0.995645
1780_6	p_riboswitch=0.998480
1781_6	p_riboswitch=0.985793
1782_6	p_riboswitch=0.991504
1783_6	p_riboswitch=0.999467
1784_6	p_riboswitch=0.998876
1785_6	p_riboswitch=0.997479
1786_6	p_riboswitch=0.995911
1787_6	p_riboswitch=0.996125
1788_6	p_riboswitch=0.997333
1789_6	p_riboswitch=0.996794
1790_6	p_riboswitch=0.992230
1791_6	p_riboswitch=0.961302
1793_6	p_riboswitch=0.981689
1798_6	p_riboswitch=0.982966
1799_6	p_riboswitch=0.882890
1800_6	p_riboswitch=0.976003
1801_6	p_riboswitch=0.999262
1802_6	p_riboswitch=0.975775
1803_6	p_riboswitch=0.986127
1804_6	p_riboswitch=0.994776
1805_6	p_riboswitch=0.999435
1806_6	p_riboswitch=0.997835
1807_6	p_riboswitch=0.997713
1808_6	p_riboswitch=0.980691
1809_6	p_riboswitch=0.637972
1810_6	p_riboswitch=0.996825
1811_6	p_riboswitch=0.997651
1812_6	p_riboswitch=0.966400
1813_6	p_riboswitch=0.948406
1814_6	p_riboswitch=0.578309
1818_6	p_riboswitch=0.763443
1819_6	p_riboswitch=0.951699
1820_6	p_riboswitch=0.992388
1821_6	p_riboswitch=0.998652
1822_6	p_riboswitch=0.973155
1823_6	p_riboswitch=0.976998
1824_6	p_riboswitch=0.995539
1825_6	p_riboswitch=0.994585
1826_6	p_riboswitch=0.997212
1827_6	p_riboswitch=0.992608
1828_6	p_riboswitch=0.952019
1829_6	p_riboswitch=0.779617
1830_6	p_riboswitch=0.953289
1831_6	p_riboswitch=0.997408
1832_6	p_riboswitch=0.957676
1833_6	p_riboswitch=0.959451
1834_6	p_riboswitch=0.956944
1837_6	p_riboswitch=0.628103
1838_6	p_riboswitch=0.656750
1839_6	p_riboswitch=0.976443
1840_6	p_riboswitch=0.997800
1841_6	p_riboswitch=0.935232
1842_6	p_riboswitch=0.975076
1843_6	p_riboswitch=0.991570
1844_6	p_riboswitch=0.989406
1845_6	p_riboswitch=0.997931
1846_6	p_riboswitch=0.993333
1847_6	p_riboswitch=0.991605
1848_6	p_riboswitch=0.940497
1849_6	p_riboswitch=0.848365
1850_6	p_riboswitch=0.997211
1851_6	p_riboswitch=0.997695
1852_6	p_riboswitch=0.951369
1853_6	p_riboswitch=0.994647
1855_6	p_riboswitch=0.814932
1856_6	p_riboswitch=0.752473
1857_6	p_riboswitch=0.846060
1858_6	p_riboswitch=0.998679
1859_6	p_riboswitch=0.997332
1860_6	p_riboswitch=0.943977
1861_6	p_riboswitch=0.992167
1862_6	p_riboswitch=0.998754
1863_6	p_riboswitch=0.997300
1864_6	p_riboswitch=0.986955
1865_6	p_riboswitch=0.991731
1866_6	p_riboswitch=0.988667
1867_6	p_riboswitch=0.954199
1868_6	p_riboswitch=0.996909
1869_6	p_riboswitch=0.997735
1870_6	p_riboswitch=0.981331
1871_6	p_riboswitch=0.997145
1873_6	p_riboswitch=0.904449
1874_6	p_riboswitch=0.759099
1875_6	p_riboswitch=0.996808
1876_6	p_riboswitch=0.998114
1877_6	p_riboswitch=0.999142
1878_6	p_riboswitch=0.989619
1879_6	p_riboswitch=0.982278
1880_6	p_riboswitch=0.996636
1881_6	p_riboswitch=0.997313
1882_6	p_riboswitch=0.984173
1883_6	p_riboswitch=0.994601
1884_6	p_riboswitch=0.947379
1885_6	p_riboswitch=0.997636
1886_6	p_riboswitch=0.932943
1887_6	p_riboswitch=0.968968
1888_6	p_riboswitch=0.976884
1889_6	p_riboswitch=0.798199
1890_6	p_riboswitch=0.870409
1891_6	p_riboswitch=0.966789
1892_6	p_riboswitch=0.994402
1893_6	p_riboswitch=0.996046
1894_6	p_riboswitch=0.998258
1895_6	p_riboswitch=0.971544
1896_6	p_riboswitch=0.996674
1897_6	p_riboswitch=0.996744
1898_6	p_riboswitch=0.997118
1899_6	p_riboswitch=0.995706
1900_6	p_riboswitch=0.993169
1901_6	p_riboswitch=0.998243
1902_6	p_riboswitch=0.975890
1903_6	p_riboswitch=0.953358
1904_6	p_riboswitch=0.994631
1905_6	p_riboswitch=0.737394
1906_6	p_riboswitch=0.980273
1907_6	p_riboswitch=0.931924
1908_6	p_riboswitch=0.988856
1909_6	p_riboswitch=0.997829
1910_6	p_riboswitch=0.998428
1911_6	p_riboswitch=0.995884
1912_6	p_riboswitch=0.996739
1913_6	p_riboswitch=0.996540
1914_6	p_riboswitch=0.957694
1915_6	p_riboswitch=0.995257
1916_6	p_riboswitch=0.997510
1917_6	p_riboswitch=0.998465
1918_6	p_riboswitch=0.982234
1919_6	p_riboswitch=0.964749
1920_6	p_riboswitch=0.962180
1921_6	p_riboswitch=0.962634
1922_6	p_riboswitch=0.857884
1923_6	p_riboswitch=0.996698
1924_6	p_riboswitch=0.997457
1925_6	p_riboswitch=0.993048
1926_6	p_riboswitch=0.996010
1927_6	p_riboswitch=0.996378
1928_6	p_riboswitch=0.865105
1929_6	p_riboswitch=0.787059
1930_6	p_riboswitch=0.997303
1931_6	p_riboswitch=0.997848
1932_6	p_riboswitch=0.986874
1933_6	p_riboswitch=0.983189
1934_6	p_riboswitch=0.922915
1935_6	p_riboswitch=0.588552
1936_6	p_riboswitch=0.973371
1937_6	p_riboswitch=0.996415
1938_6	p_riboswitch=0.989427
1939_6	p_riboswitch=0.992809
1940_6	p_riboswitch=0.995609
1941_6	p_riboswitch=0.874579
1942_6	p_riboswitch=0.584384
1943_6	p_riboswitch=0.996974
1944_6	p_riboswitch=0.997728
1945_6	p_riboswitch=0.975167
1946_6	p_riboswitch=0.986698
1948_6	p_riboswitch=0.984629
1949_6	p_riboswitch=0.964867
1950_6	p_riboswitch=0.990912
1951_6	p_riboswitch=0.989037
1952_6	p_riboswitch=0.997747
1953_6	p_riboswitch=0.718961
1955_6	p_riboswitch=0.996060
1956_6	p_riboswitch=0.943575
1957_6	p_riboswitch=0.900850
1958_6	p_riboswitch=0.986149
1959_6	p_riboswitch=0.857290
1960_6	p_riboswitch=0.999541
1961_6	p_riboswitch=0.853363
1962_6	p_riboswitch=0.988974
1963_6	p_riboswitch=0.996719
1964_6	p_riboswitch=0.876869
1966_6	p_riboswitch=0.995476
1967_6	p_riboswitch=0.896379
1968_6	p_riboswitch=0.964545
1969_6	p_riboswitch=0.997617
1970_6	p_riboswitch=0.712377
1971_6	p_riboswitch=0.926633
1972_6	p_riboswitch=0.800496
1973_6	p_riboswitch=0.993138
1974_6	p_riboswitch=0.614032
1975_6	p_riboswitch=0.658516
1976_6	p_riboswitch=0.994652
1977_6	p_riboswitch=0.912777
1978_6	p_riboswitch=0.944616
1979_6	p_riboswitch=0.962215
1980_6	p_riboswitch=0.969519
1981_6	p_riboswitch=0.904560
1982_6	p_riboswitch=0.904891
1986_6	p_riboswitch=0.838440
1987_6	p_riboswitch=0.953167
1988_6	p_riboswitch=0.982967
1989_6	p_riboswitch=0.967378
1990_6	p_riboswitch=0.956727
1993_6	p_riboswitch=0.564165
1994_6	p_riboswitch=0.837712
1995_6	p_riboswitch=0.927419
1996_6	p_riboswitch=0.983768
2000_6	p_riboswitch=0.823069
2001_6	p_riboswitch=0.701621
2002_6	p_riboswitch=0.877210
2003_6	p_riboswitch=0.975311
2007_6	p_riboswitch=0.985663
2008_6	p_riboswitch=0.996411
2009_6	p_riboswitch=0.955866
2011_6	p_riboswitch=0.732592
2012_6	p_riboswitch=0.920416
2013_6	p_riboswitch=0.985442
2014_6	p_riboswitch=0.997806
2016_6	p_riboswitch=0.966376
2017_6	p_riboswitch=0.814904
2018_6	p_riboswitch=0.994961
2019_6	p_riboswitch=0.887585
2020_6	p_riboswitch=0.905423
2021_6	p_riboswitch=0.993766
2022_6	p_riboswitch=0.755709
2023_6	p_riboswitch=0.995668
2024_6	p_riboswitch=0.992206
2025_6	p_riboswitch=0.889688
2026_6	p_riboswitch=0.657689
2027_6	p_riboswitch=0.917274
2028_6	p_riboswitch=0.995645
2029_6	p_riboswitch=0.998480
2030_6	p_riboswitch=0.985793
2031_6	p_riboswitch=0.991504
2032_6	p_riboswitch=0.999467
2033_6	p_riboswitch=0.998876
2034_6	p_riboswitch=0.997479
2035_6	p_riboswitch=0.995911
2036_6	p_riboswitch=0.996125
2037_6	p_riboswitch=0.997333
2038_6	p_riboswitch=0.996794
2039_6	p_riboswitch=0.992230
2040_6	p_riboswitch=0.961302
2042_6	p_riboswitch=0.981689
2043_6	p_riboswitch=0.990218
2044_6	p_riboswitch=0.977724
2045_6	p_riboswitch=0.997423
2046_6	p_riboswitch=0.882177
2047_6	p_riboswitch=0.982966
2048_6	p_riboswitch=0.882891
2049_6	p_riboswitch=0.976003
2050_6	p_riboswitch=0.999262
2051_6	p_riboswitch=0.975775
2052_6	p_riboswitch=0.986127
2053_6	p_riboswitch=0.994776
2054_6	p_riboswitch=0.999435
2055_6	p_riboswitch=0.997835
2056_6	p_riboswitch=0.997713
2057_6	p_riboswitch=0.980691
2058_6	p_riboswitch=0.637972
2059_6	p_riboswitch=0.996825
2060_6	p_riboswitch=0.997651
2061_6	p_riboswitch=0.966400
2062_6	p_riboswitch=0.948406
2063_6	p_riboswitch=0.578309
2064_6	p_riboswitch=0.986081
2065_6	p_riboswitch=0.955352
2066_6	p_riboswitch=0.972115
2067_6	p_riboswitch=0.997488
2068_6	p_riboswitch=0.951699
2069_6	p_riboswitch=0.992388
2070_6	p_riboswitch=0.998652
2071_6	p_riboswitch=0.973155
2072_6	p_riboswitch=0.976998
2073_6	p_riboswitch=0.995539
2074_6	p_riboswitch=0.994585
2075_6	p_riboswitch=0.997212
2076_6	p_riboswitch=0.992608
2077_6	p_riboswitch=0.952019
2078_6	p_riboswitch=0.779617
2079_6	p_riboswitch=0.953289
2080_6	p_riboswitch=0.997408
2081_6	p_riboswitch=0.957676
2082_6	p_riboswitch=0.959451
2083_6	p_riboswitch=0.956944
2084_6	p_riboswitch=0.941378
2085_6	p_riboswitch=0.985844
2086_6	p_riboswitch=0.952124
2087_6	p_riboswitch=0.972403
2088_6	p_riboswitch=0.976443
2089_6	p_riboswitch=0.997800
2090_6	p_riboswitch=0.935232
2091_6	p_riboswitch=0.975076
2092_6	p_riboswitch=0.991570
2093_6	p_riboswitch=0.989406
2094_6	p_riboswitch=0.997931
2095_6	p_riboswitch=0.993333
2096_6	p_riboswitch=0.991605
2097_6	p_riboswitch=0.940497
2098_6	p_riboswitch=0.848365
2099_6	p_riboswitch=0.997211
2100_6	p_riboswitch=0.997695
2101_6	p_riboswitch=0.951369
2102_6	p_riboswitch=0.994647
2103_6	p_riboswitch=0.968704
2104_6	p_riboswitch=0.758048
2105_6	p_riboswitch=0.983483
2106_6	p_riboswitch=0.984660
2107_6	p_riboswitch=0.998679
2108_6	p_riboswitch=0.997332
2109_6	p_riboswitch=0.943977
2110_6	p_riboswitch=0.992167
2111_6	p_riboswitch=0.998754
2112_6	p_riboswitch=0.997300
2113_6	p_riboswitch=0.986955
2114_6	p_riboswitch=0.991731
2115_6	p_riboswitch=0.988667
2116_6	p_riboswitch=0.954199
2117_6	p_riboswitch=0.996909
2118_6	p_riboswitch=0.997735
2119_6	p_riboswitch=0.981331
2120_6	p_riboswitch=0.997145
2121_6	p_riboswitch=0.990731
2122_6	p_riboswitch=0.965762
2123_6	p_riboswitch=0.642752
2124_6	p_riboswitch=0.983795
2125_6	p_riboswitch=0.998114
2126_6	p_riboswitch=0.999142
2127_6	p_riboswitch=0.989619
2128_6	p_riboswitch=0.982278
2129_6	p_riboswitch=0.996636
2130_6	p_riboswitch=0.997313
2131_6	p_riboswitch=0.984173
2132_6	p_riboswitch=0.994601
2133_6	p_riboswitch=0.947379
2134_6	p_riboswitch=0.997636
2135_6	p_riboswitch=0.932943
2136_6	p_riboswitch=0.968968
2137_6	p_riboswitch=0.976884
2138_6	p_riboswitch=0.997264
2139_6	p_riboswitch=0.992082
2140_6	p_riboswitch=0.959535
2141_6	p_riboswitch=0.952343
2142_6	p_riboswitch=0.996046
2143_6	p_riboswitch=0.998258
2144_6	p_riboswitch=0.971544
2145_6	p_riboswitch=0.996674
2146_6	p_riboswitch=0.996744
2147_6	p_riboswitch=0.997118
2148_6	p_riboswitch=0.995706
2149_6	p_riboswitch=0.993169
2150_6	p_riboswitch=0.998243
2151_6	p_riboswitch=0.975890
2152_6	p_riboswitch=0.953358
2153_6	p_riboswitch=0.994631
2154_6	p_riboswitch=0.997830
2155_6	p_riboswitch=0.960753
2156_6	p_riboswitch=0.992508
2157_6	p_riboswitch=0.978409
2158_6	p_riboswitch=0.997829
2159_6	p_riboswitch=0.998428
2160_6	p_riboswitch=0.995884
2161_6	p_riboswitch=0.996739
2162_6	p_riboswitch=0.996540
2163_6	p_riboswitch=0.957694
2164_6	p_riboswitch=0.995257
2165_6	p_riboswitch=0.997510
2166_6	p_riboswitch=0.998465
2167_6	p_riboswitch=0.982234
2168_6	p_riboswitch=0.964749
2169_6	p_riboswitch=0.992353
2170_6	p_riboswitch=0.997864
2171_6	p_riboswitch=0.986659
2172_6	p_riboswitch=0.993374
2173_6	p_riboswitch=0.997457
2174_6	p_riboswitch=0.993048
2175_6	p_riboswitch=0.996010
2176_6	p_riboswitch=0.996378
2177_6	p_riboswitch=0.865105
2178_6	p_riboswitch=0.787059
2179_6	p_riboswitch=0.997303
2180_6	p_riboswitch=0.997848
2181_6	p_riboswitch=0.986874
2182_6	p_riboswitch=0.983189
2183_6	p_riboswitch=0.966377
2184_6	p_riboswitch=0.975890
2185_6	p_riboswitch=0.997864
