>1_2	p_riboswitch=0.009091
>63_2	p_riboswitch=0.000360
>64_2	p_riboswitch=0.007641
>65_2	p_riboswitch=0.085217
>66_2	p_riboswitch=0.027951
>67_2	p_riboswitch=0.122174
>68_2	p_riboswitch=0.016597
>69_2	p_riboswitch=0.067869
>70_2	p_riboswitch=0.256867
>71_2	p_riboswitch=0.020079
>72_2	p_riboswitch=0.012087
>73_2	p_riboswitch=0.017310
>74_2	p_riboswitch=0.019199
>75_2	p_riboswitch=0.011522
>76_2	p_riboswitch=0.002356
>77_2	p_riboswitch=0.005526
>78_2	p_riboswitch=0.016992
>79_2	p_riboswitch=0.013272
>80_2	p_riboswitch=0.000356
>81_2	p_riboswitch=0.000343
>82_2	p_riboswitch=0.000353
>83_2	p_riboswitch=0.040987
>84_2	p_riboswitch=0.025339
>85_2	p_riboswitch=0.031842
>86_2	p_riboswitch=0.136326
>87_2	p_riboswitch=0.023425
>88_2	p_riboswitch=0.085019
>89_2	p_riboswitch=0.131304
>90_2	p_riboswitch=0.057500
>91_2	p_riboswitch=0.014134
>92_2	p_riboswitch=0.016809
>93_2	p_riboswitch=0.010605
>94_2	p_riboswitch=0.002539
>95_2	p_riboswitch=0.002123
>96_2	p_riboswitch=0.007701
>97_2	p_riboswitch=0.013945
>98_2	p_riboswitch=0.000403
>99_2	p_riboswitch=0.000347
>100_2	p_riboswitch=0.000332
>101_2	p_riboswitch=0.015547
>102_2	p_riboswitch=0.029454
>103_2	p_riboswitch=0.034756
>104_2	p_riboswitch=0.023461
>105_2	p_riboswitch=0.027941
>106_2	p_riboswitch=0.046582
>107_2	p_riboswitch=0.259252
>108_2	p_riboswitch=0.015131
>109_2	p_riboswitch=0.013778
>110_2	p_riboswitch=0.010669
>111_2	p_riboswitch=0.002729
>112_2	p_riboswitch=0.002362
>113_2	p_riboswitch=0.002178
>114_2	p_riboswitch=0.005087
>115_2	p_riboswitch=0.000426
>116_2	p_riboswitch=0.000359
>117_2	p_riboswitch=0.000330
>118_2	p_riboswitch=0.018007
>119_2	p_riboswitch=0.032602
>120_2	p_riboswitch=0.011081
>121_2	p_riboswitch=0.047687
>122_2	p_riboswitch=0.035104
>123_2	p_riboswitch=0.076341
>124_2	p_riboswitch=0.310836
>125_2	p_riboswitch=0.014699
>126_2	p_riboswitch=0.010840
>127_2	p_riboswitch=0.014445
>128_2	p_riboswitch=0.002414
>129_2	p_riboswitch=0.002417
>130_2	p_riboswitch=0.001083
>131_2	p_riboswitch=0.000559
>132_2	p_riboswitch=0.000432
>133_2	p_riboswitch=0.000325
>134_2	p_riboswitch=0.024138
>135_2	p_riboswitch=0.012540
>136_2	p_riboswitch=0.009052
>137_2	p_riboswitch=0.029819
>138_2	p_riboswitch=0.019855
>139_2	p_riboswitch=0.174562
>140_2	p_riboswitch=0.219667
>141_2	p_riboswitch=0.011040
>142_2	p_riboswitch=0.012022
>143_2	p_riboswitch=0.012962
>144_2	p_riboswitch=0.002511
>145_2	p_riboswitch=0.000984
>146_2	p_riboswitch=0.000442
>147_2	p_riboswitch=0.000476
>148_2	p_riboswitch=0.000396
>149_2	p_riboswitch=0.017227
>150_2	p_riboswitch=0.009142
>151_2	p_riboswitch=0.008404
>152_2	p_riboswitch=0.021338
>153_2	p_riboswitch=0.020050
>154_2	p_riboswitch=0.178561
>155_2	p_riboswitch=0.044649
>156_2	p_riboswitch=0.024156
>157_2	p_riboswitch=0.011331
>158_2	p_riboswitch=0.007508
>159_2	p_riboswitch=0.000816
>160_2	p_riboswitch=0.000444
>161_2	p_riboswitch=0.000432
>162_2	p_riboswitch=0.000431
>163_2	p_riboswitch=0.021111
>164_2	p_riboswitch=0.008404
>165_2	p_riboswitch=0.018074
>166_2	p_riboswitch=0.020168
>167_2	p_riboswitch=0.020499
>168_2	p_riboswitch=0.035595
>169_2	p_riboswitch=0.017339
>170_2	p_riboswitch=0.023495
>171_2	p_riboswitch=0.008236
>172_2	p_riboswitch=0.004916
>173_2	p_riboswitch=0.000423
>174_2	p_riboswitch=0.000429
>175_2	p_riboswitch=0.000406
>176_2	p_riboswitch=0.009760
>177_2	p_riboswitch=0.021249
>178_2	p_riboswitch=0.019061
>179_2	p_riboswitch=0.020600
>180_2	p_riboswitch=0.012937
>181_2	p_riboswitch=0.015701
>182_2	p_riboswitch=0.003799
>183_2	p_riboswitch=0.026115
>184_2	p_riboswitch=0.006159
>185_2	p_riboswitch=0.000494
>186_2	p_riboswitch=0.000404
>187_2	p_riboswitch=0.000408
>188_2	p_riboswitch=0.020743
>189_2	p_riboswitch=0.023348
>190_2	p_riboswitch=0.046490
>191_2	p_riboswitch=0.012940
>192_2	p_riboswitch=0.010414
>193_2	p_riboswitch=0.003379
>194_2	p_riboswitch=0.013401
>195_2	p_riboswitch=0.021108
>196_2	p_riboswitch=0.000597
>197_2	p_riboswitch=0.000496
>198_2	p_riboswitch=0.000387
>199_2	p_riboswitch=0.025073
>200_2	p_riboswitch=0.041466
>201_2	p_riboswitch=0.023482
>202_2	p_riboswitch=0.017569
>203_2	p_riboswitch=0.001828
>204_2	p_riboswitch=0.012624
>205_2	p_riboswitch=0.008570
>206_2	p_riboswitch=0.000591
>207_2	p_riboswitch=0.000602
>208_2	p_riboswitch=0.000469
>209_2	p_riboswitch=0.020875
>210_2	p_riboswitch=0.019906
>211_2	p_riboswitch=0.015878
>212_2	p_riboswitch=0.015505
>213_2	p_riboswitch=0.009775
>214_2	p_riboswitch=0.008413
>215_2	p_riboswitch=0.001150
>216_2	p_riboswitch=0.000721
>217_2	p_riboswitch=0.000568
>218_2	p_riboswitch=0.013205
>219_2	p_riboswitch=0.017704
>220_2	p_riboswitch=0.014513
>221_2	p_riboswitch=0.017063
>222_2	p_riboswitch=0.007787
>223_2	p_riboswitch=0.001006
>224_2	p_riboswitch=0.001147
>225_2	p_riboswitch=0.000646
>226_2	p_riboswitch=0.011561
>227_2	p_riboswitch=0.015722
>228_2	p_riboswitch=0.013790
>229_2	p_riboswitch=0.007998
>230_2	p_riboswitch=0.000814
>231_2	p_riboswitch=0.001042
>232_2	p_riboswitch=0.001015
>233_2	p_riboswitch=0.011370
>234_2	p_riboswitch=0.015075
>235_2	p_riboswitch=0.012841
>236_2	p_riboswitch=0.000795
>237_2	p_riboswitch=0.000837
>238_2	p_riboswitch=0.000933
>239_2	p_riboswitch=0.012735
>240_2	p_riboswitch=0.013813
>241_2	p_riboswitch=0.000810
>242_2	p_riboswitch=0.000772
>243_2	p_riboswitch=0.000771
>244_2	p_riboswitch=0.005849
>245_2	p_riboswitch=0.000799
>246_2	p_riboswitch=0.000791
>247_2	p_riboswitch=0.000739
>248_2	p_riboswitch=0.000698
>249_2	p_riboswitch=0.000781
>250_2	p_riboswitch=0.000749
>251_2	p_riboswitch=0.000687
>252_2	p_riboswitch=0.000737
>253_2	p_riboswitch=0.000661
>254_2	p_riboswitch=0.017635
>255_2	p_riboswitch=0.118803
>256_2	p_riboswitch=0.067789
>257_2	p_riboswitch=0.037178
>258_2	p_riboswitch=0.093806
>259_2	p_riboswitch=0.036047
>260_2	p_riboswitch=0.009977
>261_2	p_riboswitch=0.010583
>262_2	p_riboswitch=0.013941
>263_2	p_riboswitch=0.336414
>264_2	p_riboswitch=0.016729
>265_2	p_riboswitch=0.009018
>266_2	p_riboswitch=0.002079
>267_2	p_riboswitch=0.002391
>268_2	p_riboswitch=0.040263
>269_2	p_riboswitch=0.000398
>270_2	p_riboswitch=0.000346
>271_2	p_riboswitch=0.000296
>272_2	p_riboswitch=0.000289
>273_2	p_riboswitch=0.000326
>274_2	p_riboswitch=0.000380
>275_2	p_riboswitch=0.002567
>276_2	p_riboswitch=0.013920
>277_2	p_riboswitch=0.060653
>278_2	p_riboswitch=0.051511
>279_2	p_riboswitch=0.102693
>280_2	p_riboswitch=0.029354
>281_2	p_riboswitch=0.024572
>282_2	p_riboswitch=0.011814
>283_2	p_riboswitch=0.009720
>284_2	p_riboswitch=0.033117
>285_2	p_riboswitch=0.103642
>286_2	p_riboswitch=0.003517
>287_2	p_riboswitch=0.014740
>288_2	p_riboswitch=0.021156
>289_2	p_riboswitch=0.013190
>290_2	p_riboswitch=0.000388
>291_2	p_riboswitch=0.000384
>292_2	p_riboswitch=0.000315
>293_2	p_riboswitch=0.000296
>294_2	p_riboswitch=0.000293
>295_2	p_riboswitch=0.000364
>296_2	p_riboswitch=0.015876
>297_2	p_riboswitch=0.016964
>298_2	p_riboswitch=0.033947
>299_2	p_riboswitch=0.189195
>300_2	p_riboswitch=0.033232
>301_2	p_riboswitch=0.018124
>302_2	p_riboswitch=0.014740
>303_2	p_riboswitch=0.010693
>304_2	p_riboswitch=0.018624
>305_2	p_riboswitch=0.013474
>306_2	p_riboswitch=0.014386
>307_2	p_riboswitch=0.036519
>308_2	p_riboswitch=0.024274
>309_2	p_riboswitch=0.000684
>310_2	p_riboswitch=0.000380
>311_2	p_riboswitch=0.000371
>312_2	p_riboswitch=0.000360
>313_2	p_riboswitch=0.000302
>314_2	p_riboswitch=0.000329
>315_2	p_riboswitch=0.000363
>316_2	p_riboswitch=0.000379
>317_2	p_riboswitch=0.016597
>318_2	p_riboswitch=0.067869
>319_2	p_riboswitch=0.256867
>320_2	p_riboswitch=0.020079
>321_2	p_riboswitch=0.012087
>322_2	p_riboswitch=0.017310
>323_2	p_riboswitch=0.019199
>324_2	p_riboswitch=0.011522
>325_2	p_riboswitch=0.002356
>326_2	p_riboswitch=0.005526
>327_2	p_riboswitch=0.016992
>328_2	p_riboswitch=0.013272
>329_2	p_riboswitch=0.000356
>330_2	p_riboswitch=0.000343
>331_2	p_riboswitch=0.000353
>332_2	p_riboswitch=0.000353
>333_2	p_riboswitch=0.000304
>334_2	p_riboswitch=0.000349
>335_2	p_riboswitch=0.000372
>336_2	p_riboswitch=0.023425
>337_2	p_riboswitch=0.085019
>338_2	p_riboswitch=0.131304
>339_2	p_riboswitch=0.057500
>340_2	p_riboswitch=0.014134
>341_2	p_riboswitch=0.016809
>342_2	p_riboswitch=0.010605
>343_2	p_riboswitch=0.002539
>344_2	p_riboswitch=0.002123
>345_2	p_riboswitch=0.007701
>346_2	p_riboswitch=0.013945
>347_2	p_riboswitch=0.000403
>348_2	p_riboswitch=0.000347
>349_2	p_riboswitch=0.000332
>350_2	p_riboswitch=0.000350
>351_2	p_riboswitch=0.000326
>352_2	p_riboswitch=0.000330
>353_2	p_riboswitch=0.000359
>354_2	p_riboswitch=0.027941
>355_2	p_riboswitch=0.046582
>356_2	p_riboswitch=0.259252
>357_2	p_riboswitch=0.015131
>358_2	p_riboswitch=0.013778
>359_2	p_riboswitch=0.010669
>360_2	p_riboswitch=0.002729
>361_2	p_riboswitch=0.002362
>362_2	p_riboswitch=0.002178
>363_2	p_riboswitch=0.005087
>364_2	p_riboswitch=0.000426
>365_2	p_riboswitch=0.000359
>366_2	p_riboswitch=0.000330
>367_2	p_riboswitch=0.000332
>368_2	p_riboswitch=0.000341
>369_2	p_riboswitch=0.000377
>370_2	p_riboswitch=0.000348
>371_2	p_riboswitch=0.035104
>372_2	p_riboswitch=0.076341
>373_2	p_riboswitch=0.310836
>374_2	p_riboswitch=0.014699
>375_2	p_riboswitch=0.010840
>376_2	p_riboswitch=0.014445
>377_2	p_riboswitch=0.002414
>378_2	p_riboswitch=0.002417
>379_2	p_riboswitch=0.001083
>380_2	p_riboswitch=0.000559
>381_2	p_riboswitch=0.000432
>382_2	p_riboswitch=0.000325
>383_2	p_riboswitch=0.000324
>384_2	p_riboswitch=0.000339
>385_2	p_riboswitch=0.000385
>386_2	p_riboswitch=0.000392
>387_2	p_riboswitch=0.019855
>388_2	p_riboswitch=0.174562
>389_2	p_riboswitch=0.219667
>390_2	p_riboswitch=0.011040
>391_2	p_riboswitch=0.012022
>392_2	p_riboswitch=0.012962
>393_2	p_riboswitch=0.002511
>394_2	p_riboswitch=0.000984
>395_2	p_riboswitch=0.000442
>396_2	p_riboswitch=0.000476
>397_2	p_riboswitch=0.000396
>398_2	p_riboswitch=0.000305
>399_2	p_riboswitch=0.000306
>400_2	p_riboswitch=0.000366
>401_2	p_riboswitch=0.000396
>402_2	p_riboswitch=0.020050
>403_2	p_riboswitch=0.178561
>404_2	p_riboswitch=0.044649
>405_2	p_riboswitch=0.024156
>406_2	p_riboswitch=0.011331
>407_2	p_riboswitch=0.007508
>408_2	p_riboswitch=0.000816
>409_2	p_riboswitch=0.000444
>410_2	p_riboswitch=0.000432
>411_2	p_riboswitch=0.000431
>412_2	p_riboswitch=0.000374
>413_2	p_riboswitch=0.000298
>414_2	p_riboswitch=0.000340
>415_2	p_riboswitch=0.000377
>416_2	p_riboswitch=0.020499
>417_2	p_riboswitch=0.035595
>418_2	p_riboswitch=0.017339
>419_2	p_riboswitch=0.023495
>420_2	p_riboswitch=0.008236
>421_2	p_riboswitch=0.004916
>422_2	p_riboswitch=0.000423
>423_2	p_riboswitch=0.000429
>424_2	p_riboswitch=0.000406
>425_2	p_riboswitch=0.000401
>426_2	p_riboswitch=0.000369
>427_2	p_riboswitch=0.000327
>428_2	p_riboswitch=0.000349
>429_2	p_riboswitch=0.012937
>430_2	p_riboswitch=0.015701
>431_2	p_riboswitch=0.003799
>432_2	p_riboswitch=0.026115
>433_2	p_riboswitch=0.006159
>434_2	p_riboswitch=0.000494
>435_2	p_riboswitch=0.000404
>436_2	p_riboswitch=0.000408
>437_2	p_riboswitch=0.000391
>438_2	p_riboswitch=0.000384
>439_2	p_riboswitch=0.000420
>440_2	p_riboswitch=0.000338
>441_2	p_riboswitch=0.010414
>442_2	p_riboswitch=0.003379
>443_2	p_riboswitch=0.013401
>444_2	p_riboswitch=0.021108
>445_2	p_riboswitch=0.000597
>446_2	p_riboswitch=0.000496
>447_2	p_riboswitch=0.000387
>448_2	p_riboswitch=0.000396
>449_2	p_riboswitch=0.000385
>450_2	p_riboswitch=0.000594
>451_2	p_riboswitch=0.000435
>452_2	p_riboswitch=0.001828
>453_2	p_riboswitch=0.012624
>454_2	p_riboswitch=0.008570
>455_2	p_riboswitch=0.000591
>456_2	p_riboswitch=0.000602
>457_2	p_riboswitch=0.000469
>458_2	p_riboswitch=0.000378
>459_2	p_riboswitch=0.000393
>460_2	p_riboswitch=0.000513
>461_2	p_riboswitch=0.000579
>462_2	p_riboswitch=0.009775
>463_2	p_riboswitch=0.008413
>464_2	p_riboswitch=0.001150
>465_2	p_riboswitch=0.000721
>466_2	p_riboswitch=0.000568
>467_2	p_riboswitch=0.000449
>468_2	p_riboswitch=0.000377
>469_2	p_riboswitch=0.000509
>470_2	p_riboswitch=0.000506
>471_2	p_riboswitch=0.007787
>472_2	p_riboswitch=0.001006
>473_2	p_riboswitch=0.001147
>474_2	p_riboswitch=0.000646
>475_2	p_riboswitch=0.000541
>476_2	p_riboswitch=0.000451
>477_2	p_riboswitch=0.000481
>478_2	p_riboswitch=0.000503
>479_2	p_riboswitch=0.000814
>480_2	p_riboswitch=0.001042
>481_2	p_riboswitch=0.001015
>482_2	p_riboswitch=0.000586
>483_2	p_riboswitch=0.000476
>484_2	p_riboswitch=0.000487
>485_2	p_riboswitch=0.000479
>486_2	p_riboswitch=0.000837
>487_2	p_riboswitch=0.000933
>488_2	p_riboswitch=0.000850
>489_2	p_riboswitch=0.000479
>490_2	p_riboswitch=0.000589
>491_2	p_riboswitch=0.000520
>492_2	p_riboswitch=0.000771
>493_2	p_riboswitch=0.000806
>494_2	p_riboswitch=0.000552
>495_2	p_riboswitch=0.000576
>496_2	p_riboswitch=0.000634
>497_2	p_riboswitch=0.000697
>498_2	p_riboswitch=0.000487
>499_2	p_riboswitch=0.000687
>500_2	p_riboswitch=0.000605
>501_2	p_riboswitch=0.000454
>502_2	p_riboswitch=0.000584
>503_2	p_riboswitch=0.001454
>504_2	p_riboswitch=0.000532
>505_2	p_riboswitch=0.003605
>506_2	p_riboswitch=0.002050
>507_2	p_riboswitch=0.093806
>508_2	p_riboswitch=0.036047
>509_2	p_riboswitch=0.009977
>510_2	p_riboswitch=0.010583
>511_2	p_riboswitch=0.013941
>512_2	p_riboswitch=0.336414
>513_2	p_riboswitch=0.016729
>514_2	p_riboswitch=0.009018
>515_2	p_riboswitch=0.002079
>516_2	p_riboswitch=0.002391
>517_2	p_riboswitch=0.040263
>518_2	p_riboswitch=0.000398
>519_2	p_riboswitch=0.000346
>520_2	p_riboswitch=0.000296
>521_2	p_riboswitch=0.000289
>522_2	p_riboswitch=0.000326
>523_2	p_riboswitch=0.000380
>524_2	p_riboswitch=0.002567
>525_2	p_riboswitch=0.000361
>526_2	p_riboswitch=0.000577
>527_2	p_riboswitch=0.000482
>528_2	p_riboswitch=0.000500
>529_2	p_riboswitch=0.029354
>530_2	p_riboswitch=0.024572
>531_2	p_riboswitch=0.011814
>532_2	p_riboswitch=0.009720
>533_2	p_riboswitch=0.033117
>534_2	p_riboswitch=0.103642
>535_2	p_riboswitch=0.003517
>536_2	p_riboswitch=0.014740
>537_2	p_riboswitch=0.021156
>538_2	p_riboswitch=0.013190
>539_2	p_riboswitch=0.000388
>540_2	p_riboswitch=0.000384
>541_2	p_riboswitch=0.000315
>542_2	p_riboswitch=0.000296
>543_2	p_riboswitch=0.000293
>544_2	p_riboswitch=0.000364
>545_2	p_riboswitch=0.015876
>546_2	p_riboswitch=0.000392
>547_2	p_riboswitch=0.000414
>548_2	p_riboswitch=0.000588
>549_2	p_riboswitch=0.000442
>550_2	p_riboswitch=0.018124
>551_2	p_riboswitch=0.014740
>552_2	p_riboswitch=0.010693
>553_2	p_riboswitch=0.018624
>554_2	p_riboswitch=0.013474
>555_2	p_riboswitch=0.014386
>556_2	p_riboswitch=0.036519
>557_2	p_riboswitch=0.024274
>558_2	p_riboswitch=0.000684
>559_2	p_riboswitch=0.000380
>560_2	p_riboswitch=0.000371
>561_2	p_riboswitch=0.000360
>562_2	p_riboswitch=0.000302
>563_2	p_riboswitch=0.000329
>564_2	p_riboswitch=0.000363
>565_2	p_riboswitch=0.000379
>566_2	p_riboswitch=0.000427
>567_2	p_riboswitch=0.000420
>568_2	p_riboswitch=0.000435
>569_2	p_riboswitch=0.000541
>570_2	p_riboswitch=0.012087
>571_2	p_riboswitch=0.017310
>572_2	p_riboswitch=0.019199
>573_2	p_riboswitch=0.011522
>574_2	p_riboswitch=0.002356
>575_2	p_riboswitch=0.005526
>576_2	p_riboswitch=0.016992
>577_2	p_riboswitch=0.013272
>578_2	p_riboswitch=0.000356
>579_2	p_riboswitch=0.000343
>580_2	p_riboswitch=0.000353
>581_2	p_riboswitch=0.000353
>582_2	p_riboswitch=0.000304
>583_2	p_riboswitch=0.000349
>584_2	p_riboswitch=0.000372
>585_2	p_riboswitch=0.000426
>586_2	p_riboswitch=0.000454
>587_2	p_riboswitch=0.000441
>588_2	p_riboswitch=0.000576
>589_2	p_riboswitch=0.014134
>590_2	p_riboswitch=0.016809
>591_2	p_riboswitch=0.010605
>592_2	p_riboswitch=0.002539
>593_2	p_riboswitch=0.002123
>594_2	p_riboswitch=0.007701
>595_2	p_riboswitch=0.013945
>596_2	p_riboswitch=0.000403
>597_2	p_riboswitch=0.000347
>598_2	p_riboswitch=0.000332
>599_2	p_riboswitch=0.000350
>600_2	p_riboswitch=0.000326
>601_2	p_riboswitch=0.000330
>602_2	p_riboswitch=0.000359
>603_2	p_riboswitch=0.000423
>604_2	p_riboswitch=0.000453
>605_2	p_riboswitch=0.000466
>606_2	p_riboswitch=0.000449
>607_2	p_riboswitch=0.013778
>608_2	p_riboswitch=0.010669
>609_2	p_riboswitch=0.002729
>610_2	p_riboswitch=0.002362
>611_2	p_riboswitch=0.002178
>612_2	p_riboswitch=0.005087
>613_2	p_riboswitch=0.000426
>614_2	p_riboswitch=0.000359
>615_2	p_riboswitch=0.000330
>616_2	p_riboswitch=0.000332
>617_2	p_riboswitch=0.000341
>618_2	p_riboswitch=0.000377
>619_2	p_riboswitch=0.000348
>620_2	p_riboswitch=0.000416
>621_2	p_riboswitch=0.000449
>622_2	p_riboswitch=0.000462
>623_2	p_riboswitch=0.000469
>624_2	p_riboswitch=0.010840
>625_2	p_riboswitch=0.014445
>626_2	p_riboswitch=0.002414
>627_2	p_riboswitch=0.002417
>628_2	p_riboswitch=0.001083
>629_2	p_riboswitch=0.000559
>630_2	p_riboswitch=0.000432
>631_2	p_riboswitch=0.000325
>632_2	p_riboswitch=0.000324
>633_2	p_riboswitch=0.000339
>634_2	p_riboswitch=0.000385
>635_2	p_riboswitch=0.000392
>636_2	p_riboswitch=0.000422
>637_2	p_riboswitch=0.000503
>638_2	p_riboswitch=0.000462
>639_2	p_riboswitch=0.000659
>640_2	p_riboswitch=0.012022
>641_2	p_riboswitch=0.012962
>642_2	p_riboswitch=0.002511
>643_2	p_riboswitch=0.000984
>644_2	p_riboswitch=0.000442
>645_2	p_riboswitch=0.000476
>646_2	p_riboswitch=0.000396
>647_2	p_riboswitch=0.000305
>648_2	p_riboswitch=0.000306
>649_2	p_riboswitch=0.000366
>650_2	p_riboswitch=0.000396
>651_2	p_riboswitch=0.000521
>652_2	p_riboswitch=0.000485
>653_2	p_riboswitch=0.000467
>654_2	p_riboswitch=0.000497
>655_2	p_riboswitch=0.011331
>656_2	p_riboswitch=0.007508
>657_2	p_riboswitch=0.000816
>658_2	p_riboswitch=0.000444
>659_2	p_riboswitch=0.000432
>660_2	p_riboswitch=0.000431
>661_2	p_riboswitch=0.000374
>662_2	p_riboswitch=0.000298
>663_2	p_riboswitch=0.000340
>664_2	p_riboswitch=0.000377
>665_2	p_riboswitch=0.000431
>666_2	p_riboswitch=0.000523
>667_2	p_riboswitch=0.000461
>668_2	p_riboswitch=0.000671
>669_2	p_riboswitch=0.008236
>670_2	p_riboswitch=0.004916
>671_2	p_riboswitch=0.000423
>672_2	p_riboswitch=0.000429
>673_2	p_riboswitch=0.000406
>674_2	p_riboswitch=0.000401
>675_2	p_riboswitch=0.000369
>676_2	p_riboswitch=0.000327
>677_2	p_riboswitch=0.000349
>678_2	p_riboswitch=0.000386
>679_2	p_riboswitch=0.000445
>680_2	p_riboswitch=0.000516
>681_2	p_riboswitch=0.000551
>682_2	p_riboswitch=0.006159
>683_2	p_riboswitch=0.000494
>684_2	p_riboswitch=0.000404
>685_2	p_riboswitch=0.000408
>686_2	p_riboswitch=0.000391
>687_2	p_riboswitch=0.000384
>688_2	p_riboswitch=0.000420
>689_2	p_riboswitch=0.000338
>690_2	p_riboswitch=0.000463
>691_2	p_riboswitch=0.000407
>692_2	p_riboswitch=0.000542
>693_2	p_riboswitch=0.000926
>694_2	p_riboswitch=0.000597
>695_2	p_riboswitch=0.000496
>696_2	p_riboswitch=0.000387
>697_2	p_riboswitch=0.000396
>698_2	p_riboswitch=0.000385
>699_2	p_riboswitch=0.000594
>700_2	p_riboswitch=0.000435
>701_2	p_riboswitch=0.000423
>702_2	p_riboswitch=0.000465
>703_2	p_riboswitch=0.000484
>704_2	p_riboswitch=0.000512
>705_2	p_riboswitch=0.000602
>706_2	p_riboswitch=0.000469
>707_2	p_riboswitch=0.000378
>708_2	p_riboswitch=0.000393
>709_2	p_riboswitch=0.000513
>710_2	p_riboswitch=0.000579
>711_2	p_riboswitch=0.000564
>712_2	p_riboswitch=0.000446
>713_2	p_riboswitch=0.000469
>714_2	p_riboswitch=0.000486
>715_2	p_riboswitch=0.000568
>716_2	p_riboswitch=0.000449
>717_2	p_riboswitch=0.000377
>718_2	p_riboswitch=0.000509
>719_2	p_riboswitch=0.000506
>720_2	p_riboswitch=0.000672
>721_2	p_riboswitch=0.000582
>722_2	p_riboswitch=0.000431
>723_2	p_riboswitch=0.000479
>724_2	p_riboswitch=0.000541
>725_2	p_riboswitch=0.000451
>726_2	p_riboswitch=0.000481
>727_2	p_riboswitch=0.000503
>728_2	p_riboswitch=0.000555
>729_2	p_riboswitch=0.000682
>730_2	p_riboswitch=0.000548
>731_2	p_riboswitch=0.000518
>732_2	p_riboswitch=0.000476
>733_2	p_riboswitch=0.000487
>734_2	p_riboswitch=0.000479
>735_2	p_riboswitch=0.000543
>736_2	p_riboswitch=0.000577
>737_2	p_riboswitch=0.000824
>738_2	p_riboswitch=0.000644
>739_2	p_riboswitch=0.000589
>740_2	p_riboswitch=0.000520
>741_2	p_riboswitch=0.000515
>742_2	p_riboswitch=0.000574
>743_2	p_riboswitch=0.000634
>744_2	p_riboswitch=0.000814
>745_2	p_riboswitch=0.000634
>746_2	p_riboswitch=0.000600
>747_2	p_riboswitch=0.000539
>748_2	p_riboswitch=0.000610
>749_2	p_riboswitch=0.000634
>750_2	p_riboswitch=0.000693
>751_2	p_riboswitch=0.000767
>752_2	p_riboswitch=0.000576
>753_2	p_riboswitch=0.000607
>754_2	p_riboswitch=0.000711
>755_2	p_riboswitch=0.000581
>756_2	p_riboswitch=0.000578
>757_2	p_riboswitch=0.000683
>758_2	p_riboswitch=0.000731
>759_2	p_riboswitch=0.000917
>760_2	p_riboswitch=0.013941
>761_2	p_riboswitch=0.336414
>762_2	p_riboswitch=0.016729
>763_2	p_riboswitch=0.009018
>764_2	p_riboswitch=0.002079
>765_2	p_riboswitch=0.002391
>766_2	p_riboswitch=0.040263
>767_2	p_riboswitch=0.000398
>768_2	p_riboswitch=0.000346
>769_2	p_riboswitch=0.000296
>770_2	p_riboswitch=0.000289
>771_2	p_riboswitch=0.000326
>772_2	p_riboswitch=0.000380
>773_2	p_riboswitch=0.002567
>774_2	p_riboswitch=0.000361
>775_2	p_riboswitch=0.000577
>776_2	p_riboswitch=0.000482
