>1_7	p_riboswitch=0.056161
>161_7	p_riboswitch=0.964682
>162_7	p_riboswitch=0.795320
>163_7	p_riboswitch=0.009285
>164_7	p_riboswitch=0.011026
>165_7	p_riboswitch=0.020348
>166_7	p_riboswitch=0.027422
>167_7	p_riboswitch=0.046944
>168_7	p_riboswitch=0.532187
>169_7	p_riboswitch=0.865410
>170_7	p_riboswitch=0.933723
>171_7	p_riboswitch=0.923054
>172_7	p_riboswitch=0.988049
>173_7	p_riboswitch=0.980308
>174_7	p_riboswitch=0.876946
>175_7	p_riboswitch=0.949913
>176_7	p_riboswitch=0.009467
>177_7	p_riboswitch=0.011534
>178_7	p_riboswitch=0.023029
>179_7	p_riboswitch=0.050629
>180_7	p_riboswitch=0.256054
>181_7	p_riboswitch=0.216557
>182_7	p_riboswitch=0.837598
>183_7	p_riboswitch=0.718051
>184_7	p_riboswitch=0.896171
>185_7	p_riboswitch=0.980191
>186_7	p_riboswitch=0.973305
>187_7	p_riboswitch=0.886811
>188_7	p_riboswitch=0.059010
>189_7	p_riboswitch=0.015098
>190_7	p_riboswitch=0.029794
>191_7	p_riboswitch=0.065265
>192_7	p_riboswitch=0.126526
>193_7	p_riboswitch=0.560408
>194_7	p_riboswitch=0.381388
>195_7	p_riboswitch=0.879248
>196_7	p_riboswitch=0.957125
>197_7	p_riboswitch=0.971564
>198_7	p_riboswitch=0.973140
>199_7	p_riboswitch=0.012115
>200_7	p_riboswitch=0.022703
>201_7	p_riboswitch=0.049113
>202_7	p_riboswitch=0.043238
>203_7	p_riboswitch=0.317046
>204_7	p_riboswitch=0.769991
>205_7	p_riboswitch=0.313069
>206_7	p_riboswitch=0.949639
>207_7	p_riboswitch=0.936740
>208_7	p_riboswitch=0.986599
>209_7	p_riboswitch=0.018123
>210_7	p_riboswitch=0.401084
>211_7	p_riboswitch=0.035225
>212_7	p_riboswitch=0.054440
>213_7	p_riboswitch=0.154258
>214_7	p_riboswitch=0.953493
>215_7	p_riboswitch=0.943914
>216_7	p_riboswitch=0.918940
>217_7	p_riboswitch=0.936047
>218_7	p_riboswitch=0.472472
>219_7	p_riboswitch=0.252048
>220_7	p_riboswitch=0.060683
>221_7	p_riboswitch=0.092332
>222_7	p_riboswitch=0.123698
>223_7	p_riboswitch=0.966090
>224_7	p_riboswitch=0.892771
>225_7	p_riboswitch=0.919062
>226_7	p_riboswitch=0.241836
>227_7	p_riboswitch=0.051862
>228_7	p_riboswitch=0.051432
>229_7	p_riboswitch=0.093490
>230_7	p_riboswitch=0.925263
>231_7	p_riboswitch=0.852138
>232_7	p_riboswitch=0.465187
>233_7	p_riboswitch=0.074754
>234_7	p_riboswitch=0.049176
>235_7	p_riboswitch=0.071133
>236_7	p_riboswitch=0.210267
>237_7	p_riboswitch=0.292186
>238_7	p_riboswitch=0.802581
>239_7	p_riboswitch=0.046464
>240_7	p_riboswitch=0.009298
>241_7	p_riboswitch=0.094298
>242_7	p_riboswitch=0.134387
>243_7	p_riboswitch=0.261892
>244_7	p_riboswitch=0.043092
>245_7	p_riboswitch=0.009689
>246_7	p_riboswitch=0.063227
>247_7	p_riboswitch=0.004516
>248_7	p_riboswitch=0.299425
>249_7	p_riboswitch=0.009163
>250_7	p_riboswitch=0.069287
>251_7	p_riboswitch=0.186153
>252_7	p_riboswitch=0.168434
>253_7	p_riboswitch=0.113245
>254_7	p_riboswitch=0.048169
>255_7	p_riboswitch=0.114625
>256_7	p_riboswitch=0.107291
>257_7	p_riboswitch=0.986447
>258_7	p_riboswitch=0.974796
>259_7	p_riboswitch=0.976603
>260_7	p_riboswitch=0.129868
>261_7	p_riboswitch=0.053986
>262_7	p_riboswitch=0.262075
>263_7	p_riboswitch=0.455317
>264_7	p_riboswitch=0.469188
>265_7	p_riboswitch=0.626222
>266_7	p_riboswitch=0.252715
>267_7	p_riboswitch=0.190697
>268_7	p_riboswitch=0.325873
>269_7	p_riboswitch=0.500629
>270_7	p_riboswitch=0.319786
>271_7	p_riboswitch=0.447956
>272_7	p_riboswitch=0.005333
>273_7	p_riboswitch=0.830615
>274_7	p_riboswitch=0.848830
>275_7	p_riboswitch=0.012603
>276_7	p_riboswitch=0.053466
>277_7	p_riboswitch=0.053479
>278_7	p_riboswitch=0.880066
>279_7	p_riboswitch=0.730002
>280_7	p_riboswitch=0.962479
>281_7	p_riboswitch=0.087293
>282_7	p_riboswitch=0.135691
>283_7	p_riboswitch=0.169105
>284_7	p_riboswitch=0.573384
>285_7	p_riboswitch=0.420909
>286_7	p_riboswitch=0.412208
>287_7	p_riboswitch=0.656639
>288_7	p_riboswitch=0.396993
>289_7	p_riboswitch=0.290498
>290_7	p_riboswitch=0.450331
>291_7	p_riboswitch=0.488045
>292_7	p_riboswitch=0.314937
>293_7	p_riboswitch=0.484033
>294_7	p_riboswitch=0.951357
>295_7	p_riboswitch=0.709841
>296_7	p_riboswitch=0.885622
>297_7	p_riboswitch=0.024920
>298_7	p_riboswitch=0.821544
>299_7	p_riboswitch=0.038039
>300_7	p_riboswitch=0.444582
>301_7	p_riboswitch=0.083241
>302_7	p_riboswitch=0.081269
>303_7	p_riboswitch=0.914808
>304_7	p_riboswitch=0.291645
>305_7	p_riboswitch=0.661830
>306_7	p_riboswitch=0.521436
>307_7	p_riboswitch=0.473442
>308_7	p_riboswitch=0.856961
>309_7	p_riboswitch=0.211642
>310_7	p_riboswitch=0.360945
>311_7	p_riboswitch=0.434717
>312_7	p_riboswitch=0.471117
>313_7	p_riboswitch=0.307808
>314_7	p_riboswitch=0.757751
>315_7	p_riboswitch=0.951986
>316_7	p_riboswitch=0.611210
>317_7	p_riboswitch=0.093324
>318_7	p_riboswitch=0.061682
>319_7	p_riboswitch=0.032166
>320_7	p_riboswitch=0.054288
>321_7	p_riboswitch=0.078468
>322_7	p_riboswitch=0.964490
>323_7	p_riboswitch=0.978344
>324_7	p_riboswitch=0.564381
>325_7	p_riboswitch=0.628672
>326_7	p_riboswitch=0.579263
>327_7	p_riboswitch=0.764335
>328_7	p_riboswitch=0.834572
>329_7	p_riboswitch=0.346595
>330_7	p_riboswitch=0.358234
>331_7	p_riboswitch=0.420441
>332_7	p_riboswitch=0.447053
>333_7	p_riboswitch=0.499507
>334_7	p_riboswitch=0.874963
>335_7	p_riboswitch=0.212129
>336_7	p_riboswitch=0.046143
>337_7	p_riboswitch=0.046094
>338_7	p_riboswitch=0.023990
>339_7	p_riboswitch=0.052633
>340_7	p_riboswitch=0.844528
>341_7	p_riboswitch=0.978987
>342_7	p_riboswitch=0.958795
>343_7	p_riboswitch=0.388430
>344_7	p_riboswitch=0.682220
>345_7	p_riboswitch=0.839615
>346_7	p_riboswitch=0.737224
>347_7	p_riboswitch=0.928600
>348_7	p_riboswitch=0.304628
>349_7	p_riboswitch=0.748671
>350_7	p_riboswitch=0.403276
>351_7	p_riboswitch=0.661436
>352_7	p_riboswitch=0.652326
>353_7	p_riboswitch=0.223319
>354_7	p_riboswitch=0.035869
>355_7	p_riboswitch=0.048264
>356_7	p_riboswitch=0.024381
>357_7	p_riboswitch=0.260905
>358_7	p_riboswitch=0.936606
>359_7	p_riboswitch=0.961695
>360_7	p_riboswitch=0.933952
>361_7	p_riboswitch=0.403059
>362_7	p_riboswitch=0.899461
>363_7	p_riboswitch=0.808803
>364_7	p_riboswitch=0.879959
>365_7	p_riboswitch=0.849051
>366_7	p_riboswitch=0.286122
>367_7	p_riboswitch=0.727242
>368_7	p_riboswitch=0.635872
>369_7	p_riboswitch=0.790608
>370_7	p_riboswitch=0.106786
>371_7	p_riboswitch=0.029794
>372_7	p_riboswitch=0.050610
>373_7	p_riboswitch=0.046679
>374_7	p_riboswitch=0.450696
>375_7	p_riboswitch=0.981513
>376_7	p_riboswitch=0.947601
>377_7	p_riboswitch=0.927694
>378_7	p_riboswitch=0.632632
>379_7	p_riboswitch=0.087946
>380_7	p_riboswitch=0.911146
>381_7	p_riboswitch=0.769005
>382_7	p_riboswitch=0.832591
>383_7	p_riboswitch=0.265878
>384_7	p_riboswitch=0.367820
>385_7	p_riboswitch=0.772921
>386_7	p_riboswitch=0.189104
>387_7	p_riboswitch=0.035622
>388_7	p_riboswitch=0.065644
>389_7	p_riboswitch=0.064137
>390_7	p_riboswitch=0.971334
>391_7	p_riboswitch=0.960335
>392_7	p_riboswitch=0.958909
>393_7	p_riboswitch=0.976979
>394_7	p_riboswitch=0.603309
>395_7	p_riboswitch=0.968955
>396_7	p_riboswitch=0.824554
>397_7	p_riboswitch=0.742462
>398_7	p_riboswitch=0.847977
>399_7	p_riboswitch=0.382409
>400_7	p_riboswitch=0.202875
>401_7	p_riboswitch=0.679743
>402_7	p_riboswitch=0.039392
>403_7	p_riboswitch=0.092023
>404_7	p_riboswitch=0.954611
>405_7	p_riboswitch=0.935159
>406_7	p_riboswitch=0.986437
>407_7	p_riboswitch=0.990413
>408_7	p_riboswitch=0.973111
>409_7	p_riboswitch=0.884882
>410_7	p_riboswitch=0.964682
>411_7	p_riboswitch=0.795320
>412_7	p_riboswitch=0.566660
>413_7	p_riboswitch=0.968138
>414_7	p_riboswitch=0.384006
>415_7	p_riboswitch=0.202390
>416_7	p_riboswitch=0.046944
>417_7	p_riboswitch=0.532187
>418_7	p_riboswitch=0.865410
>419_7	p_riboswitch=0.933723
>420_7	p_riboswitch=0.923054
>421_7	p_riboswitch=0.988049
>422_7	p_riboswitch=0.980308
>423_7	p_riboswitch=0.876946
>424_7	p_riboswitch=0.949913
>425_7	p_riboswitch=0.509044
>426_7	p_riboswitch=0.620427
>427_7	p_riboswitch=0.980625
>428_7	p_riboswitch=0.223949
>429_7	p_riboswitch=0.256054
>430_7	p_riboswitch=0.216557
>431_7	p_riboswitch=0.837598
>432_7	p_riboswitch=0.718051
>433_7	p_riboswitch=0.896171
>434_7	p_riboswitch=0.980191
>435_7	p_riboswitch=0.973305
>436_7	p_riboswitch=0.886811
>437_7	p_riboswitch=0.593089
>438_7	p_riboswitch=0.596120
>439_7	p_riboswitch=0.904519
>440_7	p_riboswitch=0.695176
>441_7	p_riboswitch=0.126526
>442_7	p_riboswitch=0.560408
>443_7	p_riboswitch=0.381388
>444_7	p_riboswitch=0.879248
>445_7	p_riboswitch=0.957125
>446_7	p_riboswitch=0.971564
>447_7	p_riboswitch=0.973140
>448_7	p_riboswitch=0.874106
>449_7	p_riboswitch=0.729368
>450_7	p_riboswitch=0.980731
>451_7	p_riboswitch=0.616430
>452_7	p_riboswitch=0.317046
>453_7	p_riboswitch=0.769991
>454_7	p_riboswitch=0.313069
>455_7	p_riboswitch=0.949639
>456_7	p_riboswitch=0.936740
>457_7	p_riboswitch=0.986599
>458_7	p_riboswitch=0.961707
>459_7	p_riboswitch=0.957427
>460_7	p_riboswitch=0.806934
>461_7	p_riboswitch=0.792244
>462_7	p_riboswitch=0.154258
>463_7	p_riboswitch=0.953493
>464_7	p_riboswitch=0.943914
>465_7	p_riboswitch=0.918940
>466_7	p_riboswitch=0.936047
>467_7	p_riboswitch=0.984616
>468_7	p_riboswitch=0.987023
>469_7	p_riboswitch=0.964832
>470_7	p_riboswitch=0.861471
>471_7	p_riboswitch=0.123698
>472_7	p_riboswitch=0.966090
>473_7	p_riboswitch=0.892771
>474_7	p_riboswitch=0.919062
>475_7	p_riboswitch=0.905678
>476_7	p_riboswitch=0.986399
>477_7	p_riboswitch=0.987066
>478_7	p_riboswitch=0.947727
>479_7	p_riboswitch=0.925263
>480_7	p_riboswitch=0.852138
>481_7	p_riboswitch=0.465187
>482_7	p_riboswitch=0.694758
>483_7	p_riboswitch=0.975207
>484_7	p_riboswitch=0.985926
>485_7	p_riboswitch=0.858456
>486_7	p_riboswitch=0.292186
>487_7	p_riboswitch=0.802581
>488_7	p_riboswitch=0.373638
>489_7	p_riboswitch=0.971817
>490_7	p_riboswitch=0.974201
>491_7	p_riboswitch=0.885360
>492_7	p_riboswitch=0.261892
>493_7	p_riboswitch=0.692268
>494_7	p_riboswitch=0.966666
>495_7	p_riboswitch=0.969467
>496_7	p_riboswitch=0.660567
>497_7	p_riboswitch=0.192435
>498_7	p_riboswitch=0.978242
>499_7	p_riboswitch=0.664464
>500_7	p_riboswitch=0.978190
>501_7	p_riboswitch=0.955520
>502_7	p_riboswitch=0.964885
>503_7	p_riboswitch=0.969169
>504_7	p_riboswitch=0.580690
>505_7	p_riboswitch=0.297671
>506_7	p_riboswitch=0.216752
>507_7	p_riboswitch=0.974796
>508_7	p_riboswitch=0.976603
>509_7	p_riboswitch=0.129868
>510_7	p_riboswitch=0.053986
>511_7	p_riboswitch=0.262075
>512_7	p_riboswitch=0.455317
>513_7	p_riboswitch=0.469188
>514_7	p_riboswitch=0.626222
>515_7	p_riboswitch=0.252715
>516_7	p_riboswitch=0.190697
>517_7	p_riboswitch=0.325873
>518_7	p_riboswitch=0.500629
>519_7	p_riboswitch=0.319786
>520_7	p_riboswitch=0.447956
>521_7	p_riboswitch=0.005333
>522_7	p_riboswitch=0.830615
>523_7	p_riboswitch=0.848830
>524_7	p_riboswitch=0.012603
>525_7	p_riboswitch=0.058452
>526_7	p_riboswitch=0.017643
>527_7	p_riboswitch=0.030153
>528_7	p_riboswitch=0.595112
>529_7	p_riboswitch=0.962479
>530_7	p_riboswitch=0.087293
>531_7	p_riboswitch=0.135691
>532_7	p_riboswitch=0.169105
>533_7	p_riboswitch=0.573384
>534_7	p_riboswitch=0.420909
>535_7	p_riboswitch=0.412208
>536_7	p_riboswitch=0.656640
>537_7	p_riboswitch=0.396994
>538_7	p_riboswitch=0.290498
>539_7	p_riboswitch=0.450331
>540_7	p_riboswitch=0.488045
>541_7	p_riboswitch=0.314937
>542_7	p_riboswitch=0.484033
>543_7	p_riboswitch=0.951357
>544_7	p_riboswitch=0.709841
>545_7	p_riboswitch=0.885622
>546_7	p_riboswitch=0.036662
>547_7	p_riboswitch=0.015703
>548_7	p_riboswitch=0.015335
>549_7	p_riboswitch=0.383724
>550_7	p_riboswitch=0.083241
>551_7	p_riboswitch=0.081269
>552_7	p_riboswitch=0.914808
>553_7	p_riboswitch=0.291645
>554_7	p_riboswitch=0.661830
>555_7	p_riboswitch=0.521436
>556_7	p_riboswitch=0.473442
>557_7	p_riboswitch=0.856961
>558_7	p_riboswitch=0.211642
>559_7	p_riboswitch=0.360945
>560_7	p_riboswitch=0.434717
>561_7	p_riboswitch=0.471117
>562_7	p_riboswitch=0.307808
>563_7	p_riboswitch=0.757751
>564_7	p_riboswitch=0.951986
>565_7	p_riboswitch=0.611210
>566_7	p_riboswitch=0.933590
>567_7	p_riboswitch=0.009967
>568_7	p_riboswitch=0.019288
>569_7	p_riboswitch=0.074667
>570_7	p_riboswitch=0.078468
>571_7	p_riboswitch=0.964490
>572_7	p_riboswitch=0.978344
>573_7	p_riboswitch=0.564381
>574_7	p_riboswitch=0.628672
>575_7	p_riboswitch=0.579263
>576_7	p_riboswitch=0.764335
>577_7	p_riboswitch=0.834572
>578_7	p_riboswitch=0.346595
>579_7	p_riboswitch=0.358234
>580_7	p_riboswitch=0.420441
>581_7	p_riboswitch=0.447053
>582_7	p_riboswitch=0.499507
>583_7	p_riboswitch=0.874963
>584_7	p_riboswitch=0.212129
>585_7	p_riboswitch=0.736317
>586_7	p_riboswitch=0.990723
>587_7	p_riboswitch=0.011103
>588_7	p_riboswitch=0.942448
>589_7	p_riboswitch=0.844528
>590_7	p_riboswitch=0.978987
>591_7	p_riboswitch=0.958795
>592_7	p_riboswitch=0.388430
>593_7	p_riboswitch=0.682220
>594_7	p_riboswitch=0.839615
>595_7	p_riboswitch=0.737224
>596_7	p_riboswitch=0.928600
>597_7	p_riboswitch=0.304628
>598_7	p_riboswitch=0.748671
>599_7	p_riboswitch=0.403276
>600_7	p_riboswitch=0.661437
>601_7	p_riboswitch=0.652326
>602_7	p_riboswitch=0.223319
>603_7	p_riboswitch=0.862259
>604_7	p_riboswitch=0.972706
>605_7	p_riboswitch=0.993698
>606_7	p_riboswitch=0.914515
>607_7	p_riboswitch=0.936606
>608_7	p_riboswitch=0.961695
>609_7	p_riboswitch=0.933952
>610_7	p_riboswitch=0.403059
>611_7	p_riboswitch=0.899461
>612_7	p_riboswitch=0.808803
>613_7	p_riboswitch=0.879959
>614_7	p_riboswitch=0.849051
>615_7	p_riboswitch=0.286122
>616_7	p_riboswitch=0.727242
>617_7	p_riboswitch=0.635872
>618_7	p_riboswitch=0.790608
>619_7	p_riboswitch=0.106786
>620_7	p_riboswitch=0.744868
>621_7	p_riboswitch=0.940409
>622_7	p_riboswitch=0.981240
>623_7	p_riboswitch=0.992711
>624_7	p_riboswitch=0.981513
>625_7	p_riboswitch=0.947601
>626_7	p_riboswitch=0.927694
>627_7	p_riboswitch=0.632632
>628_7	p_riboswitch=0.087946
>629_7	p_riboswitch=0.911146
>630_7	p_riboswitch=0.769005
>631_7	p_riboswitch=0.832591
>632_7	p_riboswitch=0.265878
>633_7	p_riboswitch=0.367820
>634_7	p_riboswitch=0.772921
>635_7	p_riboswitch=0.189104
>636_7	p_riboswitch=0.540924
>637_7	p_riboswitch=0.880180
>638_7	p_riboswitch=0.965639
>639_7	p_riboswitch=0.948795
>640_7	p_riboswitch=0.960335
>641_7	p_riboswitch=0.958909
>642_7	p_riboswitch=0.976979
>643_7	p_riboswitch=0.603309
>644_7	p_riboswitch=0.968955
>645_7	p_riboswitch=0.824554
>646_7	p_riboswitch=0.742462
>647_7	p_riboswitch=0.847977
>648_7	p_riboswitch=0.382409
>649_7	p_riboswitch=0.202875
>650_7	p_riboswitch=0.679743
>651_7	p_riboswitch=0.672371
>652_7	p_riboswitch=0.744588
>653_7	p_riboswitch=0.936867
>654_7	p_riboswitch=0.982749
>655_7	p_riboswitch=0.986437
>656_7	p_riboswitch=0.990413
>657_7	p_riboswitch=0.973111
>658_7	p_riboswitch=0.884882
>659_7	p_riboswitch=0.964682
>660_7	p_riboswitch=0.795320
>661_7	p_riboswitch=0.566660
>662_7	p_riboswitch=0.968138
>663_7	p_riboswitch=0.384006
>664_7	p_riboswitch=0.202390
>665_7	p_riboswitch=0.655257
>666_7	p_riboswitch=0.831727
>667_7	p_riboswitch=0.844655
>668_7	p_riboswitch=0.836382
>669_7	p_riboswitch=0.923054
>670_7	p_riboswitch=0.988049
>671_7	p_riboswitch=0.980308
>672_7	p_riboswitch=0.876946
>673_7	p_riboswitch=0.949913
>674_7	p_riboswitch=0.509044
>675_7	p_riboswitch=0.620427
>676_7	p_riboswitch=0.980625
>677_7	p_riboswitch=0.223949
>678_7	p_riboswitch=0.293307
>679_7	p_riboswitch=0.819012
>680_7	p_riboswitch=0.896544
>681_7	p_riboswitch=0.544819
>682_7	p_riboswitch=0.896171
>683_7	p_riboswitch=0.980191
>684_7	p_riboswitch=0.973305
>685_7	p_riboswitch=0.886811
>686_7	p_riboswitch=0.593089
>687_7	p_riboswitch=0.596120
>688_7	p_riboswitch=0.904519
>689_7	p_riboswitch=0.695176
>690_7	p_riboswitch=0.558905
>691_7	p_riboswitch=0.440813
>692_7	p_riboswitch=0.887696
>693_7	p_riboswitch=0.754605
>694_7	p_riboswitch=0.957125
>695_7	p_riboswitch=0.971564
>696_7	p_riboswitch=0.973140
>697_7	p_riboswitch=0.874106
>698_7	p_riboswitch=0.729368
>699_7	p_riboswitch=0.980731
>700_7	p_riboswitch=0.616430
>701_7	p_riboswitch=0.954936
>702_7	p_riboswitch=0.710435
>703_7	p_riboswitch=0.549979
>704_7	p_riboswitch=0.443194
>705_7	p_riboswitch=0.936740
>706_7	p_riboswitch=0.986599
>707_7	p_riboswitch=0.961707
>708_7	p_riboswitch=0.957427
>709_7	p_riboswitch=0.806934
>710_7	p_riboswitch=0.792244
>711_7	p_riboswitch=0.962321
>712_7	p_riboswitch=0.975993
>713_7	p_riboswitch=0.797702
>714_7	p_riboswitch=0.206996
>715_7	p_riboswitch=0.936047
>716_7	p_riboswitch=0.984616
>717_7	p_riboswitch=0.987023
>718_7	p_riboswitch=0.964832
>719_7	p_riboswitch=0.861471
>720_7	p_riboswitch=0.970546
>721_7	p_riboswitch=0.980739
>722_7	p_riboswitch=0.983600
>723_7	p_riboswitch=0.634226
>724_7	p_riboswitch=0.905678
>725_7	p_riboswitch=0.986399
>726_7	p_riboswitch=0.987066
>727_7	p_riboswitch=0.947727
>728_7	p_riboswitch=0.978007
>729_7	p_riboswitch=0.983564
>730_7	p_riboswitch=0.986989
>731_7	p_riboswitch=0.981682
>732_7	p_riboswitch=0.975207
>733_7	p_riboswitch=0.985926
>734_7	p_riboswitch=0.858456
>735_7	p_riboswitch=0.870604
>736_7	p_riboswitch=0.986538
>737_7	p_riboswitch=0.988278
>738_7	p_riboswitch=0.983110
>739_7	p_riboswitch=0.974201
>740_7	p_riboswitch=0.885360
>741_7	p_riboswitch=0.983411
>742_7	p_riboswitch=0.931275
>743_7	p_riboswitch=0.989898
>744_7	p_riboswitch=0.975618
>745_7	p_riboswitch=0.660567
>746_7	p_riboswitch=0.990631
>747_7	p_riboswitch=0.988858
>748_7	p_riboswitch=0.976482
>749_7	p_riboswitch=0.990130
>750_7	p_riboswitch=0.972891
>751_7	p_riboswitch=0.993042
>752_7	p_riboswitch=0.991247
>753_7	p_riboswitch=0.932174
>754_7	p_riboswitch=0.988454
>755_7	p_riboswitch=0.994162
>756_7	p_riboswitch=0.987350
>757_7	p_riboswitch=0.984650
>758_7	p_riboswitch=0.989060
>759_7	p_riboswitch=0.968227
>760_7	p_riboswitch=0.262075
>761_7	p_riboswitch=0.455317
>762_7	p_riboswitch=0.469188
>763_7	p_riboswitch=0.626222
>764_7	p_riboswitch=0.252715
>765_7	p_riboswitch=0.190697
>766_7	p_riboswitch=0.325873
>767_7	p_riboswitch=0.500629
>768_7	p_riboswitch=0.319786
>769_7	p_riboswitch=0.447956
>770_7	p_riboswitch=0.005333
>771_7	p_riboswitch=0.830615
>772_7	p_riboswitch=0.848830
>773_7	p_riboswitch=0.012603
>774_7	p_riboswitch=0.058452
>775_7	p_riboswitch=0.017643
>776_7	p_riboswitch=0.030153
