>1_8	p_riboswitch=0.010797
>61_8	p_riboswitch=0.983181
>62_8	p_riboswitch=0.219275
>63_8	p_riboswitch=0.020349
>64_8	p_riboswitch=0.017254
>65_8	p_riboswitch=0.019608
>66_8	p_riboswitch=0.007658
>67_8	p_riboswitch=0.000620
>68_8	p_riboswitch=0.000595
>69_8	p_riboswitch=0.026076
>70_8	p_riboswitch=0.077532
>71_8	p_riboswitch=0.010525
>72_8	p_riboswitch=0.213425
>73_8	p_riboswitch=0.010638
>74_8	p_riboswitch=0.008579
>75_8	p_riboswitch=0.184566
>76_8	p_riboswitch=0.874812
>77_8	p_riboswitch=0.931587
>78_8	p_riboswitch=0.583865
>79_8	p_riboswitch=0.356018
>80_8	p_riboswitch=0.948025
>81_8	p_riboswitch=0.928629
>82_8	p_riboswitch=0.678420
>83_8	p_riboswitch=0.017192
>84_8	p_riboswitch=0.016710
>85_8	p_riboswitch=0.033601
>86_8	p_riboswitch=0.002958
>87_8	p_riboswitch=0.000960
>88_8	p_riboswitch=0.029807
>89_8	p_riboswitch=0.077294
>90_8	p_riboswitch=0.772436
>91_8	p_riboswitch=0.040655
>92_8	p_riboswitch=0.038329
>93_8	p_riboswitch=0.078593
>94_8	p_riboswitch=0.675843
>95_8	p_riboswitch=0.761744
>96_8	p_riboswitch=0.920836
>97_8	p_riboswitch=0.083634
>98_8	p_riboswitch=0.254924
>99_8	p_riboswitch=0.901194
>100_8	p_riboswitch=0.873840
>101_8	p_riboswitch=0.015337
>102_8	p_riboswitch=0.019318
>103_8	p_riboswitch=0.031264
>104_8	p_riboswitch=0.005152
>105_8	p_riboswitch=0.001167
>106_8	p_riboswitch=0.027863
>107_8	p_riboswitch=0.299223
>108_8	p_riboswitch=0.141362
>109_8	p_riboswitch=0.045237
>110_8	p_riboswitch=0.026764
>111_8	p_riboswitch=0.063730
>112_8	p_riboswitch=0.332699
>113_8	p_riboswitch=0.700498
>114_8	p_riboswitch=0.469260
>115_8	p_riboswitch=0.089412
>116_8	p_riboswitch=0.925209
>117_8	p_riboswitch=0.941773
>118_8	p_riboswitch=0.019380
>119_8	p_riboswitch=0.018650
>120_8	p_riboswitch=0.078079
>121_8	p_riboswitch=0.005782
>122_8	p_riboswitch=0.001135
>123_8	p_riboswitch=0.023122
>124_8	p_riboswitch=0.044855
>125_8	p_riboswitch=0.159149
>126_8	p_riboswitch=0.035792
>127_8	p_riboswitch=0.042848
>128_8	p_riboswitch=0.008600
>129_8	p_riboswitch=0.210604
>130_8	p_riboswitch=0.137661
>131_8	p_riboswitch=0.280511
>132_8	p_riboswitch=0.211324
>133_8	p_riboswitch=0.928270
>134_8	p_riboswitch=0.018235
>135_8	p_riboswitch=0.031673
>136_8	p_riboswitch=0.010426
>137_8	p_riboswitch=0.004898
>138_8	p_riboswitch=0.000920
>139_8	p_riboswitch=0.038529
>140_8	p_riboswitch=0.064625
>141_8	p_riboswitch=0.018602
>142_8	p_riboswitch=0.019855
>143_8	p_riboswitch=0.030654
>144_8	p_riboswitch=0.012349
>145_8	p_riboswitch=0.036725
>146_8	p_riboswitch=0.092966
>147_8	p_riboswitch=0.349747
>148_8	p_riboswitch=0.116476
>149_8	p_riboswitch=0.029708
>150_8	p_riboswitch=0.035929
>151_8	p_riboswitch=0.008470
>152_8	p_riboswitch=0.003383
>153_8	p_riboswitch=0.044833
>154_8	p_riboswitch=0.052066
>155_8	p_riboswitch=0.047761
>156_8	p_riboswitch=0.281021
>157_8	p_riboswitch=0.005421
>158_8	p_riboswitch=0.026338
>159_8	p_riboswitch=0.008611
>160_8	p_riboswitch=0.009217
>161_8	p_riboswitch=0.112735
>162_8	p_riboswitch=0.411992
>163_8	p_riboswitch=0.034096
>164_8	p_riboswitch=0.033727
>165_8	p_riboswitch=0.005765
>166_8	p_riboswitch=0.041748
>167_8	p_riboswitch=0.085383
>168_8	p_riboswitch=0.019981
>169_8	p_riboswitch=0.100578
>170_8	p_riboswitch=0.007862
>171_8	p_riboswitch=0.031794
>172_8	p_riboswitch=0.017087
>173_8	p_riboswitch=0.007038
>174_8	p_riboswitch=0.202374
>175_8	p_riboswitch=0.090751
>176_8	p_riboswitch=0.033216
>177_8	p_riboswitch=0.027617
>178_8	p_riboswitch=0.123632
>179_8	p_riboswitch=0.066060
>180_8	p_riboswitch=0.038211
>181_8	p_riboswitch=0.020209
>182_8	p_riboswitch=0.069335
>183_8	p_riboswitch=0.059968
>184_8	p_riboswitch=0.018766
>185_8	p_riboswitch=0.017818
>186_8	p_riboswitch=0.060921
>187_8	p_riboswitch=0.041473
>188_8	p_riboswitch=0.940001
>189_8	p_riboswitch=0.041363
>190_8	p_riboswitch=0.178942
>191_8	p_riboswitch=0.034070
>192_8	p_riboswitch=0.036818
>193_8	p_riboswitch=0.019559
>194_8	p_riboswitch=0.051438
>195_8	p_riboswitch=0.031162
>196_8	p_riboswitch=0.004866
>197_8	p_riboswitch=0.019521
>198_8	p_riboswitch=0.074992
>199_8	p_riboswitch=0.037151
>200_8	p_riboswitch=0.053560
>201_8	p_riboswitch=0.028920
>202_8	p_riboswitch=0.033096
>203_8	p_riboswitch=0.043371
>204_8	p_riboswitch=0.019392
>205_8	p_riboswitch=0.017042
>206_8	p_riboswitch=0.006524
>207_8	p_riboswitch=0.004919
>208_8	p_riboswitch=0.016426
>209_8	p_riboswitch=0.047511
>210_8	p_riboswitch=0.022557
>211_8	p_riboswitch=0.029356
>212_8	p_riboswitch=0.036589
>213_8	p_riboswitch=0.046270
>214_8	p_riboswitch=0.015191
>215_8	p_riboswitch=0.028946
>216_8	p_riboswitch=0.016242
>217_8	p_riboswitch=0.020712
>218_8	p_riboswitch=0.022688
>219_8	p_riboswitch=0.022739
>220_8	p_riboswitch=0.027614
>221_8	p_riboswitch=0.038571
>222_8	p_riboswitch=0.026948
>223_8	p_riboswitch=0.016009
>224_8	p_riboswitch=0.019477
>225_8	p_riboswitch=0.014682
>226_8	p_riboswitch=0.022755
>227_8	p_riboswitch=0.022029
>228_8	p_riboswitch=0.027460
>229_8	p_riboswitch=0.024249
>230_8	p_riboswitch=0.030750
>231_8	p_riboswitch=0.029834
>232_8	p_riboswitch=0.015738
>233_8	p_riboswitch=0.013681
>234_8	p_riboswitch=0.021886
>235_8	p_riboswitch=0.019335
>236_8	p_riboswitch=0.026608
>237_8	p_riboswitch=0.019739
>238_8	p_riboswitch=0.014209
>239_8	p_riboswitch=0.168330
>240_8	p_riboswitch=0.016955
>241_8	p_riboswitch=0.020846
>242_8	p_riboswitch=0.018474
>243_8	p_riboswitch=0.020494
>244_8	p_riboswitch=0.065280
>245_8	p_riboswitch=0.017788
>246_8	p_riboswitch=0.039684
>247_8	p_riboswitch=0.019013
>248_8	p_riboswitch=0.017808
>249_8	p_riboswitch=0.034130
>250_8	p_riboswitch=0.021020
>251_8	p_riboswitch=0.034673
>252_8	p_riboswitch=0.017655
>253_8	p_riboswitch=0.017209
>254_8	p_riboswitch=0.005493
>255_8	p_riboswitch=0.006343
>256_8	p_riboswitch=0.001080
>257_8	p_riboswitch=0.001192
>258_8	p_riboswitch=0.914480
>259_8	p_riboswitch=0.232900
>260_8	p_riboswitch=0.014437
>261_8	p_riboswitch=0.037934
>262_8	p_riboswitch=0.027685
>263_8	p_riboswitch=0.998580
>264_8	p_riboswitch=0.686658
>265_8	p_riboswitch=0.953022
>266_8	p_riboswitch=0.987051
>267_8	p_riboswitch=0.874903
>268_8	p_riboswitch=0.037382
>269_8	p_riboswitch=0.050917
>270_8	p_riboswitch=0.019571
>271_8	p_riboswitch=0.386371
>272_8	p_riboswitch=0.150489
>273_8	p_riboswitch=0.016254
>274_8	p_riboswitch=0.067935
>275_8	p_riboswitch=0.102085
>276_8	p_riboswitch=0.005232
>277_8	p_riboswitch=0.015079
>278_8	p_riboswitch=0.001136
>279_8	p_riboswitch=0.025109
>280_8	p_riboswitch=0.309545
>281_8	p_riboswitch=0.205345
>282_8	p_riboswitch=0.012514
>283_8	p_riboswitch=0.014093
>284_8	p_riboswitch=0.993600
>285_8	p_riboswitch=0.917984
>286_8	p_riboswitch=0.660836
>287_8	p_riboswitch=0.933760
>288_8	p_riboswitch=0.989483
>289_8	p_riboswitch=0.569083
>290_8	p_riboswitch=0.545188
>291_8	p_riboswitch=0.038509
>292_8	p_riboswitch=0.017336
>293_8	p_riboswitch=0.214259
>294_8	p_riboswitch=0.091102
>295_8	p_riboswitch=0.210681
>296_8	p_riboswitch=0.029838
>297_8	p_riboswitch=0.000645
>298_8	p_riboswitch=0.015223
>299_8	p_riboswitch=0.019834
>300_8	p_riboswitch=0.029543
>301_8	p_riboswitch=0.545855
>302_8	p_riboswitch=0.014589
>303_8	p_riboswitch=0.007849
>304_8	p_riboswitch=0.067541
>305_8	p_riboswitch=0.692569
>306_8	p_riboswitch=0.944603
>307_8	p_riboswitch=0.633203
>308_8	p_riboswitch=0.926749
>309_8	p_riboswitch=0.971631
>310_8	p_riboswitch=0.983181
>311_8	p_riboswitch=0.219275
>312_8	p_riboswitch=0.020349
>313_8	p_riboswitch=0.028581
>314_8	p_riboswitch=0.174526
>315_8	p_riboswitch=0.065746
>316_8	p_riboswitch=0.068875
>317_8	p_riboswitch=0.000595
>318_8	p_riboswitch=0.026076
>319_8	p_riboswitch=0.077532
>320_8	p_riboswitch=0.010525
>321_8	p_riboswitch=0.213425
>322_8	p_riboswitch=0.010638
>323_8	p_riboswitch=0.008579
>324_8	p_riboswitch=0.184566
>325_8	p_riboswitch=0.874812
>326_8	p_riboswitch=0.931587
>327_8	p_riboswitch=0.583865
>328_8	p_riboswitch=0.356018
>329_8	p_riboswitch=0.948025
>330_8	p_riboswitch=0.928629
>331_8	p_riboswitch=0.678420
>332_8	p_riboswitch=0.066272
>333_8	p_riboswitch=0.042786
>334_8	p_riboswitch=0.019071
>335_8	p_riboswitch=0.011034
>336_8	p_riboswitch=0.000960
>337_8	p_riboswitch=0.029807
>338_8	p_riboswitch=0.077294
>339_8	p_riboswitch=0.772436
>340_8	p_riboswitch=0.040655
>341_8	p_riboswitch=0.038329
>342_8	p_riboswitch=0.078593
>343_8	p_riboswitch=0.675843
>344_8	p_riboswitch=0.761744
>345_8	p_riboswitch=0.920836
>346_8	p_riboswitch=0.083634
>347_8	p_riboswitch=0.254924
>348_8	p_riboswitch=0.901194
>349_8	p_riboswitch=0.873840
>350_8	p_riboswitch=0.306411
>351_8	p_riboswitch=0.071573
>352_8	p_riboswitch=0.010287
>353_8	p_riboswitch=0.066069
>354_8	p_riboswitch=0.001167
>355_8	p_riboswitch=0.027863
>356_8	p_riboswitch=0.299223
>357_8	p_riboswitch=0.141362
>358_8	p_riboswitch=0.045237
>359_8	p_riboswitch=0.026764
>360_8	p_riboswitch=0.063730
>361_8	p_riboswitch=0.332699
>362_8	p_riboswitch=0.700498
>363_8	p_riboswitch=0.469260
>364_8	p_riboswitch=0.089412
>365_8	p_riboswitch=0.925209
>366_8	p_riboswitch=0.941773
>367_8	p_riboswitch=0.940264
>368_8	p_riboswitch=0.280010
>369_8	p_riboswitch=0.015498
>370_8	p_riboswitch=0.017589
>371_8	p_riboswitch=0.001135
>372_8	p_riboswitch=0.023122
>373_8	p_riboswitch=0.044855
>374_8	p_riboswitch=0.159149
>375_8	p_riboswitch=0.035792
>376_8	p_riboswitch=0.042848
>377_8	p_riboswitch=0.008600
>378_8	p_riboswitch=0.210604
>379_8	p_riboswitch=0.137661
>380_8	p_riboswitch=0.280511
>381_8	p_riboswitch=0.211324
>382_8	p_riboswitch=0.928270
>383_8	p_riboswitch=0.955216
>384_8	p_riboswitch=0.891403
>385_8	p_riboswitch=0.033839
>386_8	p_riboswitch=0.022227
>387_8	p_riboswitch=0.000920
>388_8	p_riboswitch=0.038529
>389_8	p_riboswitch=0.064625
>390_8	p_riboswitch=0.018602
>391_8	p_riboswitch=0.019855
>392_8	p_riboswitch=0.030654
>393_8	p_riboswitch=0.012349
>394_8	p_riboswitch=0.036725
>395_8	p_riboswitch=0.092966
>396_8	p_riboswitch=0.349747
>397_8	p_riboswitch=0.116476
>398_8	p_riboswitch=0.474993
>399_8	p_riboswitch=0.869834
>400_8	p_riboswitch=0.688801
>401_8	p_riboswitch=0.745151
>402_8	p_riboswitch=0.044833
>403_8	p_riboswitch=0.052066
>404_8	p_riboswitch=0.047761
>405_8	p_riboswitch=0.281021
>406_8	p_riboswitch=0.005421
>407_8	p_riboswitch=0.026338
>408_8	p_riboswitch=0.008611
>409_8	p_riboswitch=0.009217
>410_8	p_riboswitch=0.112735
>411_8	p_riboswitch=0.411992
>412_8	p_riboswitch=0.170320
>413_8	p_riboswitch=0.209823
>414_8	p_riboswitch=0.832390
>415_8	p_riboswitch=0.084873
>416_8	p_riboswitch=0.085383
>417_8	p_riboswitch=0.019981
>418_8	p_riboswitch=0.100578
>419_8	p_riboswitch=0.007862
>420_8	p_riboswitch=0.031794
>421_8	p_riboswitch=0.017087
>422_8	p_riboswitch=0.007038
>423_8	p_riboswitch=0.202374
>424_8	p_riboswitch=0.090751
>425_8	p_riboswitch=0.641155
>426_8	p_riboswitch=0.083816
>427_8	p_riboswitch=0.680808
>428_8	p_riboswitch=0.133487
>429_8	p_riboswitch=0.038211
>430_8	p_riboswitch=0.020209
>431_8	p_riboswitch=0.069335
>432_8	p_riboswitch=0.059968
>433_8	p_riboswitch=0.018766
>434_8	p_riboswitch=0.017818
>435_8	p_riboswitch=0.060921
>436_8	p_riboswitch=0.041473
>437_8	p_riboswitch=0.073644
>438_8	p_riboswitch=0.232366
>439_8	p_riboswitch=0.474029
>440_8	p_riboswitch=0.878747
>441_8	p_riboswitch=0.036818
>442_8	p_riboswitch=0.019559
>443_8	p_riboswitch=0.051438
>444_8	p_riboswitch=0.031162
>445_8	p_riboswitch=0.004866
>446_8	p_riboswitch=0.019521
>447_8	p_riboswitch=0.074992
>448_8	p_riboswitch=0.034125
>449_8	p_riboswitch=0.035227
>450_8	p_riboswitch=0.191841
>451_8	p_riboswitch=0.100026
>452_8	p_riboswitch=0.043371
>453_8	p_riboswitch=0.019392
>454_8	p_riboswitch=0.017042
>455_8	p_riboswitch=0.006524
>456_8	p_riboswitch=0.004919
>457_8	p_riboswitch=0.016426
>458_8	p_riboswitch=0.015757
>459_8	p_riboswitch=0.021283
>460_8	p_riboswitch=0.032653
>461_8	p_riboswitch=0.224469
>462_8	p_riboswitch=0.046270
>463_8	p_riboswitch=0.015191
>464_8	p_riboswitch=0.028946
>465_8	p_riboswitch=0.016242
>466_8	p_riboswitch=0.020712
>467_8	p_riboswitch=0.015563
>468_8	p_riboswitch=0.012678
>469_8	p_riboswitch=0.020469
>470_8	p_riboswitch=0.090418
>471_8	p_riboswitch=0.026948
>472_8	p_riboswitch=0.016009
>473_8	p_riboswitch=0.019477
>474_8	p_riboswitch=0.014682
>475_8	p_riboswitch=0.019220
>476_8	p_riboswitch=0.012728
>477_8	p_riboswitch=0.013691
>478_8	p_riboswitch=0.021427
>479_8	p_riboswitch=0.030750
>480_8	p_riboswitch=0.029834
>481_8	p_riboswitch=0.015738
>482_8	p_riboswitch=0.014728
>483_8	p_riboswitch=0.014977
>484_8	p_riboswitch=0.012369
>485_8	p_riboswitch=0.012037
>486_8	p_riboswitch=0.019739
>487_8	p_riboswitch=0.014209
>488_8	p_riboswitch=0.031406
>489_8	p_riboswitch=0.013977
>490_8	p_riboswitch=0.012129
>491_8	p_riboswitch=0.015792
>492_8	p_riboswitch=0.020494
>493_8	p_riboswitch=0.016857
>494_8	p_riboswitch=0.015851
>495_8	p_riboswitch=0.019400
>496_8	p_riboswitch=0.014085
>497_8	p_riboswitch=0.014890
>498_8	p_riboswitch=0.015901
>499_8	p_riboswitch=0.016933
>500_8	p_riboswitch=0.014548
>501_8	p_riboswitch=0.014864
>502_8	p_riboswitch=0.049582
>503_8	p_riboswitch=0.010102
>504_8	p_riboswitch=0.002038
>505_8	p_riboswitch=0.012547
>506_8	p_riboswitch=0.000720
>507_8	p_riboswitch=0.914480
>508_8	p_riboswitch=0.232900
>509_8	p_riboswitch=0.014437
>510_8	p_riboswitch=0.037934
>511_8	p_riboswitch=0.027685
>512_8	p_riboswitch=0.998580
>513_8	p_riboswitch=0.686658
>514_8	p_riboswitch=0.953022
>515_8	p_riboswitch=0.987051
>516_8	p_riboswitch=0.874903
>517_8	p_riboswitch=0.037382
>518_8	p_riboswitch=0.050917
>519_8	p_riboswitch=0.019571
>520_8	p_riboswitch=0.386371
>521_8	p_riboswitch=0.150489
>522_8	p_riboswitch=0.016254
>523_8	p_riboswitch=0.067935
>524_8	p_riboswitch=0.102085
>525_8	p_riboswitch=0.026512
>526_8	p_riboswitch=0.080256
>527_8	p_riboswitch=0.038111
>528_8	p_riboswitch=0.029934
>529_8	p_riboswitch=0.309545
>530_8	p_riboswitch=0.205345
>531_8	p_riboswitch=0.012514
>532_8	p_riboswitch=0.014093
>533_8	p_riboswitch=0.993600
>534_8	p_riboswitch=0.917984
>535_8	p_riboswitch=0.660836
>536_8	p_riboswitch=0.933760
>537_8	p_riboswitch=0.989483
>538_8	p_riboswitch=0.569083
>539_8	p_riboswitch=0.545188
>540_8	p_riboswitch=0.038509
>541_8	p_riboswitch=0.017336
>542_8	p_riboswitch=0.214259
>543_8	p_riboswitch=0.091102
>544_8	p_riboswitch=0.210681
>545_8	p_riboswitch=0.029838
>546_8	p_riboswitch=0.199294
>547_8	p_riboswitch=0.016087
>548_8	p_riboswitch=0.065000
>549_8	p_riboswitch=0.025213
>550_8	p_riboswitch=0.545855
>551_8	p_riboswitch=0.014589
>552_8	p_riboswitch=0.007849
>553_8	p_riboswitch=0.067541
>554_8	p_riboswitch=0.692569
>555_8	p_riboswitch=0.944603
>556_8	p_riboswitch=0.633203
>557_8	p_riboswitch=0.926749
>558_8	p_riboswitch=0.971631
>559_8	p_riboswitch=0.983181
>560_8	p_riboswitch=0.219275
>561_8	p_riboswitch=0.020349
>562_8	p_riboswitch=0.028581
>563_8	p_riboswitch=0.174526
>564_8	p_riboswitch=0.065746
>565_8	p_riboswitch=0.068875
>566_8	p_riboswitch=0.035175
>567_8	p_riboswitch=0.017685
>568_8	p_riboswitch=0.082954
>569_8	p_riboswitch=0.254004
>570_8	p_riboswitch=0.213425
>571_8	p_riboswitch=0.010638
>572_8	p_riboswitch=0.008579
>573_8	p_riboswitch=0.184566
>574_8	p_riboswitch=0.874812
>575_8	p_riboswitch=0.931587
>576_8	p_riboswitch=0.583865
>577_8	p_riboswitch=0.356018
>578_8	p_riboswitch=0.948025
>579_8	p_riboswitch=0.928629
>580_8	p_riboswitch=0.678420
>581_8	p_riboswitch=0.066272
>582_8	p_riboswitch=0.042786
>583_8	p_riboswitch=0.019071
>584_8	p_riboswitch=0.011034
>585_8	p_riboswitch=0.092852
>586_8	p_riboswitch=0.660048
>587_8	p_riboswitch=0.934870
>588_8	p_riboswitch=0.954400
>589_8	p_riboswitch=0.040655
>590_8	p_riboswitch=0.038329
>591_8	p_riboswitch=0.078593
>592_8	p_riboswitch=0.675843
>593_8	p_riboswitch=0.761744
>594_8	p_riboswitch=0.920836
>595_8	p_riboswitch=0.083634
>596_8	p_riboswitch=0.254924
>597_8	p_riboswitch=0.901194
>598_8	p_riboswitch=0.873840
>599_8	p_riboswitch=0.306411
>600_8	p_riboswitch=0.071573
>601_8	p_riboswitch=0.010287
>602_8	p_riboswitch=0.066069
>603_8	p_riboswitch=0.046812
>604_8	p_riboswitch=0.022676
>605_8	p_riboswitch=0.754528
>606_8	p_riboswitch=0.992647
>607_8	p_riboswitch=0.045237
>608_8	p_riboswitch=0.026764
>609_8	p_riboswitch=0.063730
>610_8	p_riboswitch=0.332699
>611_8	p_riboswitch=0.700498
>612_8	p_riboswitch=0.469260
>613_8	p_riboswitch=0.089412
>614_8	p_riboswitch=0.925209
>615_8	p_riboswitch=0.941773
>616_8	p_riboswitch=0.940264
>617_8	p_riboswitch=0.280010
>618_8	p_riboswitch=0.015498
>619_8	p_riboswitch=0.017589
>620_8	p_riboswitch=0.095347
>621_8	p_riboswitch=0.022314
>622_8	p_riboswitch=0.779133
>623_8	p_riboswitch=0.068239
>624_8	p_riboswitch=0.035792
>625_8	p_riboswitch=0.042848
>626_8	p_riboswitch=0.008600
>627_8	p_riboswitch=0.210604
>628_8	p_riboswitch=0.137661
>629_8	p_riboswitch=0.280511
>630_8	p_riboswitch=0.211324
>631_8	p_riboswitch=0.928270
>632_8	p_riboswitch=0.955216
>633_8	p_riboswitch=0.891403
>634_8	p_riboswitch=0.033839
>635_8	p_riboswitch=0.022227
>636_8	p_riboswitch=0.024636
>637_8	p_riboswitch=0.034808
>638_8	p_riboswitch=0.728118
>639_8	p_riboswitch=0.992439
>640_8	p_riboswitch=0.019855
>641_8	p_riboswitch=0.030654
>642_8	p_riboswitch=0.012349
>643_8	p_riboswitch=0.036725
>644_8	p_riboswitch=0.092966
>645_8	p_riboswitch=0.349747
>646_8	p_riboswitch=0.116476
>647_8	p_riboswitch=0.474993
>648_8	p_riboswitch=0.869834
>649_8	p_riboswitch=0.688801
>650_8	p_riboswitch=0.745151
>651_8	p_riboswitch=0.044574
>652_8	p_riboswitch=0.100587
>653_8	p_riboswitch=0.449869
>654_8	p_riboswitch=0.067187
>655_8	p_riboswitch=0.005421
>656_8	p_riboswitch=0.026338
>657_8	p_riboswitch=0.008611
>658_8	p_riboswitch=0.009217
>659_8	p_riboswitch=0.112735
>660_8	p_riboswitch=0.411992
>661_8	p_riboswitch=0.170320
>662_8	p_riboswitch=0.209823
>663_8	p_riboswitch=0.832390
>664_8	p_riboswitch=0.084873
>665_8	p_riboswitch=0.279669
>666_8	p_riboswitch=0.309792
>667_8	p_riboswitch=0.197915
>668_8	p_riboswitch=0.190700
>669_8	p_riboswitch=0.031794
>670_8	p_riboswitch=0.017087
>671_8	p_riboswitch=0.007038
>672_8	p_riboswitch=0.202374
>673_8	p_riboswitch=0.090751
>674_8	p_riboswitch=0.641155
>675_8	p_riboswitch=0.083816
>676_8	p_riboswitch=0.680808
>677_8	p_riboswitch=0.133487
>678_8	p_riboswitch=0.264966
>679_8	p_riboswitch=0.480648
>680_8	p_riboswitch=0.595355
>681_8	p_riboswitch=0.057267
>682_8	p_riboswitch=0.018766
>683_8	p_riboswitch=0.017818
>684_8	p_riboswitch=0.060921
>685_8	p_riboswitch=0.041473
>686_8	p_riboswitch=0.073644
>687_8	p_riboswitch=0.232366
>688_8	p_riboswitch=0.474029
>689_8	p_riboswitch=0.878747
>690_8	p_riboswitch=0.438880
>691_8	p_riboswitch=0.056690
>692_8	p_riboswitch=0.862913
>693_8	p_riboswitch=0.147669
>694_8	p_riboswitch=0.004866
>695_8	p_riboswitch=0.019521
>696_8	p_riboswitch=0.074992
>697_8	p_riboswitch=0.034125
>698_8	p_riboswitch=0.035227
>699_8	p_riboswitch=0.191841
>700_8	p_riboswitch=0.100026
>701_8	p_riboswitch=0.975662
>702_8	p_riboswitch=0.080424
>703_8	p_riboswitch=0.958041
>704_8	p_riboswitch=0.916636
>705_8	p_riboswitch=0.004919
>706_8	p_riboswitch=0.016426
>707_8	p_riboswitch=0.015757
>708_8	p_riboswitch=0.021283
>709_8	p_riboswitch=0.032653
>710_8	p_riboswitch=0.224469
>711_8	p_riboswitch=0.847253
>712_8	p_riboswitch=0.983879
>713_8	p_riboswitch=0.997340
>714_8	p_riboswitch=0.994284
>715_8	p_riboswitch=0.020712
>716_8	p_riboswitch=0.015563
>717_8	p_riboswitch=0.012678
>718_8	p_riboswitch=0.020469
>719_8	p_riboswitch=0.090418
>720_8	p_riboswitch=0.959068
>721_8	p_riboswitch=0.352588
>722_8	p_riboswitch=0.994054
>723_8	p_riboswitch=0.995327
>724_8	p_riboswitch=0.019220
>725_8	p_riboswitch=0.012728
>726_8	p_riboswitch=0.013691
>727_8	p_riboswitch=0.021427
>728_8	p_riboswitch=0.143929
>729_8	p_riboswitch=0.950422
>730_8	p_riboswitch=0.984161
>731_8	p_riboswitch=0.990031
>732_8	p_riboswitch=0.014977
>733_8	p_riboswitch=0.012369
>734_8	p_riboswitch=0.012037
>735_8	p_riboswitch=0.026677
>736_8	p_riboswitch=0.725111
>737_8	p_riboswitch=0.985518
>738_8	p_riboswitch=0.974479
>739_8	p_riboswitch=0.012129
>740_8	p_riboswitch=0.015792
>741_8	p_riboswitch=0.019725
>742_8	p_riboswitch=0.422389
>743_8	p_riboswitch=0.856013
>744_8	p_riboswitch=0.983482
>745_8	p_riboswitch=0.014085
>746_8	p_riboswitch=0.018611
>747_8	p_riboswitch=0.085913
>748_8	p_riboswitch=0.685031
>749_8	p_riboswitch=0.952287
>750_8	p_riboswitch=0.009996
>751_8	p_riboswitch=0.051275
>752_8	p_riboswitch=0.093649
>753_8	p_riboswitch=0.890095
>754_8	p_riboswitch=0.046098
>755_8	p_riboswitch=0.092838
>756_8	p_riboswitch=0.541939
>757_8	p_riboswitch=0.104282
>758_8	p_riboswitch=0.148002
>759_8	p_riboswitch=0.045276
>760_8	p_riboswitch=0.027685
>761_8	p_riboswitch=0.998580
>762_8	p_riboswitch=0.686658
>763_8	p_riboswitch=0.953022
>764_8	p_riboswitch=0.987051
>765_8	p_riboswitch=0.874903
>766_8	p_riboswitch=0.037382
>767_8	p_riboswitch=0.050917
>768_8	p_riboswitch=0.019571
>769_8	p_riboswitch=0.386371
>770_8	p_riboswitch=0.150489
>771_8	p_riboswitch=0.016254
>772_8	p_riboswitch=0.067935
>773_8	p_riboswitch=0.102085
>774_8	p_riboswitch=0.026512
>775_8	p_riboswitch=0.080256
>776_8	p_riboswitch=0.038111
