>1_5	p_riboswitch=0.000539
>233_5	p_riboswitch=0.000425
>234_5	p_riboswitch=0.000370
>235_5	p_riboswitch=0.000347
>236_5	p_riboswitch=0.006673
>237_5	p_riboswitch=0.017393
>238_5	p_riboswitch=0.011133
>239_5	p_riboswitch=0.000387
>240_5	p_riboswitch=0.000457
>241_5	p_riboswitch=0.000311
>242_5	p_riboswitch=0.006290
>243_5	p_riboswitch=0.036484
>244_5	p_riboswitch=0.000348
>245_5	p_riboswitch=0.000421
>246_5	p_riboswitch=0.000313
>247_5	p_riboswitch=0.006974
>248_5	p_riboswitch=0.000374
>249_5	p_riboswitch=0.000295
>250_5	p_riboswitch=0.000315
>251_5	p_riboswitch=0.000345
>252_5	p_riboswitch=0.000419
>253_5	p_riboswitch=0.000339
>254_5	p_riboswitch=0.399808
>255_5	p_riboswitch=0.870857
>256_5	p_riboswitch=0.977120
>257_5	p_riboswitch=0.872129
>258_5	p_riboswitch=0.787457
>259_5	p_riboswitch=0.399600
>260_5	p_riboswitch=0.466034
>261_5	p_riboswitch=0.042926
>262_5	p_riboswitch=0.027335
>263_5	p_riboswitch=0.133137
>264_5	p_riboswitch=0.026855
>265_5	p_riboswitch=0.030477
>266_5	p_riboswitch=0.009201
>267_5	p_riboswitch=0.009464
>268_5	p_riboswitch=0.006600
>269_5	p_riboswitch=0.007884
>270_5	p_riboswitch=0.005600
>271_5	p_riboswitch=0.006735
>272_5	p_riboswitch=0.006924
>273_5	p_riboswitch=0.005136
>274_5	p_riboswitch=0.008065
>275_5	p_riboswitch=0.008544
>276_5	p_riboswitch=0.837852
>277_5	p_riboswitch=0.954044
>278_5	p_riboswitch=0.951971
>279_5	p_riboswitch=0.972915
>280_5	p_riboswitch=0.712728
>281_5	p_riboswitch=0.240255
>282_5	p_riboswitch=0.606893
>283_5	p_riboswitch=0.045960
>284_5	p_riboswitch=0.054051
>285_5	p_riboswitch=0.129826
>286_5	p_riboswitch=0.027308
>287_5	p_riboswitch=0.017061
>288_5	p_riboswitch=0.008197
>289_5	p_riboswitch=0.008056
>290_5	p_riboswitch=0.011441
>291_5	p_riboswitch=0.007616
>292_5	p_riboswitch=0.005380
>293_5	p_riboswitch=0.006967
>294_5	p_riboswitch=0.005334
>295_5	p_riboswitch=0.007268
>296_5	p_riboswitch=0.008013
>297_5	p_riboswitch=0.932064
>298_5	p_riboswitch=0.799192
>299_5	p_riboswitch=0.966316
>300_5	p_riboswitch=0.131313
>301_5	p_riboswitch=0.080120
>302_5	p_riboswitch=0.264679
>303_5	p_riboswitch=0.637094
>304_5	p_riboswitch=0.066811
>305_5	p_riboswitch=0.168327
>306_5	p_riboswitch=0.022262
>307_5	p_riboswitch=0.017108
>308_5	p_riboswitch=0.014886
>309_5	p_riboswitch=0.010202
>310_5	p_riboswitch=0.005375
>311_5	p_riboswitch=0.009382
>312_5	p_riboswitch=0.005808
>313_5	p_riboswitch=0.005632
>314_5	p_riboswitch=0.005027
>315_5	p_riboswitch=0.005616
>316_5	p_riboswitch=0.007148
>317_5	p_riboswitch=0.236319
>318_5	p_riboswitch=0.121193
>319_5	p_riboswitch=0.369086
>320_5	p_riboswitch=0.084615
>321_5	p_riboswitch=0.370933
>322_5	p_riboswitch=0.438837
>323_5	p_riboswitch=0.645754
>324_5	p_riboswitch=0.029784
>325_5	p_riboswitch=0.015095
>326_5	p_riboswitch=0.017020
>327_5	p_riboswitch=0.014755
>328_5	p_riboswitch=0.012625
>329_5	p_riboswitch=0.008655
>330_5	p_riboswitch=0.011939
>331_5	p_riboswitch=0.006537
>332_5	p_riboswitch=0.005938
>333_5	p_riboswitch=0.004668
>334_5	p_riboswitch=0.005316
>335_5	p_riboswitch=0.008664
>336_5	p_riboswitch=0.147167
>337_5	p_riboswitch=0.080556
>338_5	p_riboswitch=0.054010
>339_5	p_riboswitch=0.478733
>340_5	p_riboswitch=0.110277
>341_5	p_riboswitch=0.110711
>342_5	p_riboswitch=0.672857
>343_5	p_riboswitch=0.022555
>344_5	p_riboswitch=0.015593
>345_5	p_riboswitch=0.014600
>346_5	p_riboswitch=0.012443
>347_5	p_riboswitch=0.008799
>348_5	p_riboswitch=0.007040
>349_5	p_riboswitch=0.007172
>350_5	p_riboswitch=0.006714
>351_5	p_riboswitch=0.006814
>352_5	p_riboswitch=0.005872
>353_5	p_riboswitch=0.011541
>354_5	p_riboswitch=0.092460
>355_5	p_riboswitch=0.047063
>356_5	p_riboswitch=0.399956
>357_5	p_riboswitch=0.661646
>358_5	p_riboswitch=0.108615
>359_5	p_riboswitch=0.105433
>360_5	p_riboswitch=0.114541
>361_5	p_riboswitch=0.020267
>362_5	p_riboswitch=0.017243
>363_5	p_riboswitch=0.011742
>364_5	p_riboswitch=0.009227
>365_5	p_riboswitch=0.007838
>366_5	p_riboswitch=0.006500
>367_5	p_riboswitch=0.007590
>368_5	p_riboswitch=0.008911
>369_5	p_riboswitch=0.006813
>370_5	p_riboswitch=0.005240
>371_5	p_riboswitch=0.053927
>372_5	p_riboswitch=0.243591
>373_5	p_riboswitch=0.180906
>374_5	p_riboswitch=0.120516
>375_5	p_riboswitch=0.122317
>376_5	p_riboswitch=0.110550
>377_5	p_riboswitch=0.056798
>378_5	p_riboswitch=0.018822
>379_5	p_riboswitch=0.017038
>380_5	p_riboswitch=0.033938
>381_5	p_riboswitch=0.008910
>382_5	p_riboswitch=0.009201
>383_5	p_riboswitch=0.006829
>384_5	p_riboswitch=0.005873
>385_5	p_riboswitch=0.009743
>386_5	p_riboswitch=0.009131
>387_5	p_riboswitch=0.235947
>388_5	p_riboswitch=0.068597
>389_5	p_riboswitch=0.150759
>390_5	p_riboswitch=0.096992
>391_5	p_riboswitch=0.042466
>392_5	p_riboswitch=0.057986
>393_5	p_riboswitch=0.051104
>394_5	p_riboswitch=0.013906
>395_5	p_riboswitch=0.015539
>396_5	p_riboswitch=0.020367
>397_5	p_riboswitch=0.009978
>398_5	p_riboswitch=0.009271
>399_5	p_riboswitch=0.005439
>400_5	p_riboswitch=0.009921
>401_5	p_riboswitch=0.013745
>402_5	p_riboswitch=0.075978
>403_5	p_riboswitch=0.055978
>404_5	p_riboswitch=0.082122
>405_5	p_riboswitch=0.549057
>406_5	p_riboswitch=0.024238
>407_5	p_riboswitch=0.051616
>408_5	p_riboswitch=0.031858
>409_5	p_riboswitch=0.012534
>410_5	p_riboswitch=0.011876
>411_5	p_riboswitch=0.008636
>412_5	p_riboswitch=0.010148
>413_5	p_riboswitch=0.007774
>414_5	p_riboswitch=0.008413
>415_5	p_riboswitch=0.010257
>416_5	p_riboswitch=0.063989
>417_5	p_riboswitch=0.056068
>418_5	p_riboswitch=0.046788
>419_5	p_riboswitch=0.390965
>420_5	p_riboswitch=0.023070
>421_5	p_riboswitch=0.035415
>422_5	p_riboswitch=0.015216
>423_5	p_riboswitch=0.010576
>424_5	p_riboswitch=0.012938
>425_5	p_riboswitch=0.008960
>426_5	p_riboswitch=0.014721
>427_5	p_riboswitch=0.009327
>428_5	p_riboswitch=0.013220
>429_5	p_riboswitch=0.030267
>430_5	p_riboswitch=0.031272
>431_5	p_riboswitch=0.036021
>432_5	p_riboswitch=0.294777
>433_5	p_riboswitch=0.019189
>434_5	p_riboswitch=0.022556
>435_5	p_riboswitch=0.011700
>436_5	p_riboswitch=0.009798
>437_5	p_riboswitch=0.013386
>438_5	p_riboswitch=0.006842
>439_5	p_riboswitch=0.009417
>440_5	p_riboswitch=0.011772
>441_5	p_riboswitch=0.036877
>442_5	p_riboswitch=0.019688
>443_5	p_riboswitch=0.034591
>444_5	p_riboswitch=0.018110
>445_5	p_riboswitch=0.024882
>446_5	p_riboswitch=0.016112
>447_5	p_riboswitch=0.020109
>448_5	p_riboswitch=0.009987
>449_5	p_riboswitch=0.008019
>450_5	p_riboswitch=0.013956
>451_5	p_riboswitch=0.009846
>452_5	p_riboswitch=0.019386
>453_5	p_riboswitch=0.018380
>454_5	p_riboswitch=0.016017
>455_5	p_riboswitch=0.017155
>456_5	p_riboswitch=0.028891
>457_5	p_riboswitch=0.021661
>458_5	p_riboswitch=0.021779
>459_5	p_riboswitch=0.008893
>460_5	p_riboswitch=0.011235
>461_5	p_riboswitch=0.023613
>462_5	p_riboswitch=0.071621
>463_5	p_riboswitch=0.012958
>464_5	p_riboswitch=0.012521
>465_5	p_riboswitch=0.023376
>466_5	p_riboswitch=0.014238
>467_5	p_riboswitch=0.023240
>468_5	p_riboswitch=0.012400
>469_5	p_riboswitch=0.008245
>470_5	p_riboswitch=0.010267
>471_5	p_riboswitch=0.044884
>472_5	p_riboswitch=0.010540
>473_5	p_riboswitch=0.010854
>474_5	p_riboswitch=0.013901
>475_5	p_riboswitch=0.014978
>476_5	p_riboswitch=0.013238
>477_5	p_riboswitch=0.011288
>478_5	p_riboswitch=0.007962
>479_5	p_riboswitch=0.025984
>480_5	p_riboswitch=0.009266
>481_5	p_riboswitch=0.013302
>482_5	p_riboswitch=0.014463
>483_5	p_riboswitch=0.023763
>484_5	p_riboswitch=0.011201
>485_5	p_riboswitch=0.011614
>486_5	p_riboswitch=0.017393
>487_5	p_riboswitch=0.011133
>488_5	p_riboswitch=0.013857
>489_5	p_riboswitch=0.021857
>490_5	p_riboswitch=0.011716
>491_5	p_riboswitch=0.015163
>492_5	p_riboswitch=0.036484
>493_5	p_riboswitch=0.011533
>494_5	p_riboswitch=0.010050
>495_5	p_riboswitch=0.024804
>496_5	p_riboswitch=0.016197
>497_5	p_riboswitch=0.040579
>498_5	p_riboswitch=0.009114
>499_5	p_riboswitch=0.015406
>500_5	p_riboswitch=0.016307
>501_5	p_riboswitch=0.021210
>502_5	p_riboswitch=0.009736
>503_5	p_riboswitch=0.014976
>504_5	p_riboswitch=0.009433
>505_5	p_riboswitch=0.012885
>506_5	p_riboswitch=0.012433
>507_5	p_riboswitch=0.787457
>508_5	p_riboswitch=0.399600
>509_5	p_riboswitch=0.466034
>510_5	p_riboswitch=0.042926
>511_5	p_riboswitch=0.027335
>512_5	p_riboswitch=0.133137
>513_5	p_riboswitch=0.026855
>514_5	p_riboswitch=0.030477
>515_5	p_riboswitch=0.009201
>516_5	p_riboswitch=0.009464
>517_5	p_riboswitch=0.006600
>518_5	p_riboswitch=0.007884
>519_5	p_riboswitch=0.005600
>520_5	p_riboswitch=0.006735
>521_5	p_riboswitch=0.006924
>522_5	p_riboswitch=0.005136
>523_5	p_riboswitch=0.008065
>524_5	p_riboswitch=0.008544
>525_5	p_riboswitch=0.010835
>526_5	p_riboswitch=0.010046
>527_5	p_riboswitch=0.014144
>528_5	p_riboswitch=0.017441
>529_5	p_riboswitch=0.712728
>530_5	p_riboswitch=0.240255
>531_5	p_riboswitch=0.606893
>532_5	p_riboswitch=0.045960
>533_5	p_riboswitch=0.054051
>534_5	p_riboswitch=0.129826
>535_5	p_riboswitch=0.027308
>536_5	p_riboswitch=0.017061
>537_5	p_riboswitch=0.008197
>538_5	p_riboswitch=0.008056
>539_5	p_riboswitch=0.011441
>540_5	p_riboswitch=0.007616
>541_5	p_riboswitch=0.005380
>542_5	p_riboswitch=0.006967
>543_5	p_riboswitch=0.005334
>544_5	p_riboswitch=0.007268
>545_5	p_riboswitch=0.008013
>546_5	p_riboswitch=0.009187
>547_5	p_riboswitch=0.010485
>548_5	p_riboswitch=0.017058
>549_5	p_riboswitch=0.013565
>550_5	p_riboswitch=0.080120
>551_5	p_riboswitch=0.264679
>552_5	p_riboswitch=0.637094
>553_5	p_riboswitch=0.066811
>554_5	p_riboswitch=0.168327
>555_5	p_riboswitch=0.022262
>556_5	p_riboswitch=0.017108
>557_5	p_riboswitch=0.014886
>558_5	p_riboswitch=0.010202
>559_5	p_riboswitch=0.005375
>560_5	p_riboswitch=0.009382
>561_5	p_riboswitch=0.005808
>562_5	p_riboswitch=0.005632
>563_5	p_riboswitch=0.005027
>564_5	p_riboswitch=0.005616
>565_5	p_riboswitch=0.007148
>566_5	p_riboswitch=0.008608
>567_5	p_riboswitch=0.009139
>568_5	p_riboswitch=0.999178
>569_5	p_riboswitch=0.017771
>570_5	p_riboswitch=0.370933
>571_5	p_riboswitch=0.438837
>572_5	p_riboswitch=0.645754
>573_5	p_riboswitch=0.029784
>574_5	p_riboswitch=0.015095
>575_5	p_riboswitch=0.017020
>576_5	p_riboswitch=0.014755
>577_5	p_riboswitch=0.012625
>578_5	p_riboswitch=0.008655
>579_5	p_riboswitch=0.011939
>580_5	p_riboswitch=0.006537
>581_5	p_riboswitch=0.005938
>582_5	p_riboswitch=0.004668
>583_5	p_riboswitch=0.005316
>584_5	p_riboswitch=0.008664
>585_5	p_riboswitch=0.007431
>586_5	p_riboswitch=0.007820
>587_5	p_riboswitch=0.037213
>588_5	p_riboswitch=0.999300
>589_5	p_riboswitch=0.110277
>590_5	p_riboswitch=0.110711
>591_5	p_riboswitch=0.672857
>592_5	p_riboswitch=0.022555
>593_5	p_riboswitch=0.015593
>594_5	p_riboswitch=0.014600
>595_5	p_riboswitch=0.012443
>596_5	p_riboswitch=0.008799
>597_5	p_riboswitch=0.007040
>598_5	p_riboswitch=0.007172
>599_5	p_riboswitch=0.006714
>600_5	p_riboswitch=0.006814
>601_5	p_riboswitch=0.005872
>602_5	p_riboswitch=0.011541
>603_5	p_riboswitch=0.009545
>604_5	p_riboswitch=0.006747
>605_5	p_riboswitch=0.010916
>606_5	p_riboswitch=0.993551
>607_5	p_riboswitch=0.108615
>608_5	p_riboswitch=0.105433
>609_5	p_riboswitch=0.114541
>610_5	p_riboswitch=0.020267
>611_5	p_riboswitch=0.017243
>612_5	p_riboswitch=0.011742
>613_5	p_riboswitch=0.009227
>614_5	p_riboswitch=0.007838
>615_5	p_riboswitch=0.006500
>616_5	p_riboswitch=0.007590
>617_5	p_riboswitch=0.008911
>618_5	p_riboswitch=0.006813
>619_5	p_riboswitch=0.005240
>620_5	p_riboswitch=0.012722
>621_5	p_riboswitch=0.006061
>622_5	p_riboswitch=0.008344
>623_5	p_riboswitch=0.011273
>624_5	p_riboswitch=0.122317
>625_5	p_riboswitch=0.110550
>626_5	p_riboswitch=0.056798
>627_5	p_riboswitch=0.018822
>628_5	p_riboswitch=0.017038
>629_5	p_riboswitch=0.033938
>630_5	p_riboswitch=0.008910
>631_5	p_riboswitch=0.009201
>632_5	p_riboswitch=0.006829
>633_5	p_riboswitch=0.005873
>634_5	p_riboswitch=0.009743
>635_5	p_riboswitch=0.009131
>636_5	p_riboswitch=0.009673
>637_5	p_riboswitch=0.005641
>638_5	p_riboswitch=0.008702
>639_5	p_riboswitch=0.008883
>640_5	p_riboswitch=0.042466
>641_5	p_riboswitch=0.057986
>642_5	p_riboswitch=0.051104
>643_5	p_riboswitch=0.013906
>644_5	p_riboswitch=0.015539
>645_5	p_riboswitch=0.020367
>646_5	p_riboswitch=0.009978
>647_5	p_riboswitch=0.009271
>648_5	p_riboswitch=0.005439
>649_5	p_riboswitch=0.009921
>650_5	p_riboswitch=0.013745
>651_5	p_riboswitch=0.008765
>652_5	p_riboswitch=0.006593
>653_5	p_riboswitch=0.006851
>654_5	p_riboswitch=0.008334
>655_5	p_riboswitch=0.024238
>656_5	p_riboswitch=0.051616
>657_5	p_riboswitch=0.031858
>658_5	p_riboswitch=0.012534
>659_5	p_riboswitch=0.011876
>660_5	p_riboswitch=0.008636
>661_5	p_riboswitch=0.010148
>662_5	p_riboswitch=0.007774
>663_5	p_riboswitch=0.008413
>664_5	p_riboswitch=0.010257
>665_5	p_riboswitch=0.012963
>666_5	p_riboswitch=0.008525
>667_5	p_riboswitch=0.007400
>668_5	p_riboswitch=0.007021
>669_5	p_riboswitch=0.023070
>670_5	p_riboswitch=0.035415
>671_5	p_riboswitch=0.015216
>672_5	p_riboswitch=0.010576
>673_5	p_riboswitch=0.012938
>674_5	p_riboswitch=0.008960
>675_5	p_riboswitch=0.014721
>676_5	p_riboswitch=0.009327
>677_5	p_riboswitch=0.013220
>678_5	p_riboswitch=0.010324
>679_5	p_riboswitch=0.013273
>680_5	p_riboswitch=0.011361
>681_5	p_riboswitch=0.007092
>682_5	p_riboswitch=0.019189
>683_5	p_riboswitch=0.022556
>684_5	p_riboswitch=0.011700
>685_5	p_riboswitch=0.009798
>686_5	p_riboswitch=0.013386
>687_5	p_riboswitch=0.006842
>688_5	p_riboswitch=0.009417
>689_5	p_riboswitch=0.011772
>690_5	p_riboswitch=0.014173
>691_5	p_riboswitch=0.009490
>692_5	p_riboswitch=0.021108
>693_5	p_riboswitch=0.015554
>694_5	p_riboswitch=0.024882
>695_5	p_riboswitch=0.016112
>696_5	p_riboswitch=0.020109
>697_5	p_riboswitch=0.009987
>698_5	p_riboswitch=0.008019
>699_5	p_riboswitch=0.013956
>700_5	p_riboswitch=0.009846
>701_5	p_riboswitch=0.009336
>702_5	p_riboswitch=0.010306
>703_5	p_riboswitch=0.012961
>704_5	p_riboswitch=0.036453
>705_5	p_riboswitch=0.028891
>706_5	p_riboswitch=0.021661
>707_5	p_riboswitch=0.021779
>708_5	p_riboswitch=0.008893
>709_5	p_riboswitch=0.011235
>710_5	p_riboswitch=0.023613
>711_5	p_riboswitch=0.011053
>712_5	p_riboswitch=0.008343
>713_5	p_riboswitch=0.014297
>714_5	p_riboswitch=0.013666
>715_5	p_riboswitch=0.014238
>716_5	p_riboswitch=0.023240
>717_5	p_riboswitch=0.012400
>718_5	p_riboswitch=0.008245
>719_5	p_riboswitch=0.010267
>720_5	p_riboswitch=0.017519
>721_5	p_riboswitch=0.018690
>722_5	p_riboswitch=0.010131
>723_5	p_riboswitch=0.013946
>724_5	p_riboswitch=0.014978
>725_5	p_riboswitch=0.013238
>726_5	p_riboswitch=0.011288
>727_5	p_riboswitch=0.007962
>728_5	p_riboswitch=0.011368
>729_5	p_riboswitch=0.014514
>730_5	p_riboswitch=0.027025
>731_5	p_riboswitch=0.008379
>732_5	p_riboswitch=0.023763
>733_5	p_riboswitch=0.011201
>734_5	p_riboswitch=0.011614
>735_5	p_riboswitch=0.008128
>736_5	p_riboswitch=0.011610
>737_5	p_riboswitch=0.020952
>738_5	p_riboswitch=0.027180
>739_5	p_riboswitch=0.011716
>740_5	p_riboswitch=0.015163
>741_5	p_riboswitch=0.012438
>742_5	p_riboswitch=0.007341
>743_5	p_riboswitch=0.026828
>744_5	p_riboswitch=0.016303
>745_5	p_riboswitch=0.016197
>746_5	p_riboswitch=0.013001
>747_5	p_riboswitch=0.013874
>748_5	p_riboswitch=0.008628
>749_5	p_riboswitch=0.026960
>750_5	p_riboswitch=0.015669
>751_5	p_riboswitch=0.013902
>752_5	p_riboswitch=0.019350
>753_5	p_riboswitch=0.009028
>754_5	p_riboswitch=0.013150
>755_5	p_riboswitch=0.037321
>756_5	p_riboswitch=0.018779
>757_5	p_riboswitch=0.054584
>758_5	p_riboswitch=0.049611
>759_5	p_riboswitch=0.191925
>760_5	p_riboswitch=0.027335
>761_5	p_riboswitch=0.133137
>762_5	p_riboswitch=0.026855
>763_5	p_riboswitch=0.030477
>764_5	p_riboswitch=0.009201
>765_5	p_riboswitch=0.009464
>766_5	p_riboswitch=0.006600
>767_5	p_riboswitch=0.007884
>768_5	p_riboswitch=0.005600
>769_5	p_riboswitch=0.006735
>770_5	p_riboswitch=0.006924
>771_5	p_riboswitch=0.005136
>772_5	p_riboswitch=0.008065
>773_5	p_riboswitch=0.008544
>774_5	p_riboswitch=0.010835
>775_5	p_riboswitch=0.010046
>776_5	p_riboswitch=0.014144
